call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
3EAM4;1;SOUTHERN CROSS NO.1;MSNG;10;23;MSNG;JP;1996-01-01;2001-03-01;JP-3EAM4-S36526;;;10.0;22.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EAN9;1;NICHIYO;MSNG;70;14;MSNG;JP;1996-01-01;1997-01-01;JP-3EAN9-N20000;;;26.0;35.0;;;20.0;TH1;HY1;ST1;BM1;AN1
3EAP6;1;HAWAIIAN RAINBOW;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EAP6-H56510;;;;;;;;;;;;
3EAQ3;1;OCEAN ATLAS;MSNG;40;1;MSNG;JP;1996-01-01;2002-01-01;JP-3EAQ3-O25342;;;16.0;25.0;;;;TH1;HY1;ST1;BM1;AN1
3EAW9;3;KAIMON;MSNG;10;14;MSNG;JP;1996-01-01;1997-01-01;JP-3EAW9-K55000;;;27.0;25.0;;;14.0;TH1;HY1;ST1;BM1;AN1
3EAY6;1;HYUNDAI #206;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EAY6-H53000;;;;;;;;;;;;
3EBA3;1;NEW DUQUESA;MSNG;70;MSNG;MSNG;US;1991-01-01;1998-01-01;US-3EBA3-N32200;;;;;;;;;;;;
3EBB4;2;BELLFLOWER (PANAMA);MSNG;70;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EBB4-B41461;;;;;;;;TH1;;;BM1;
3EBE6;1;GLORY HOPE;MSNG;40;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EBE6-G46100;;;19.0;33.0;;;12.0;TH1;HY1;ST1;BM1;AN1
3EBE9;1;MISHIMA;MSNG;10;MSNG;MSNG;JP;1994-01-01;1997-01-01;JP-3EBE9-M25000;;19.0;;31.0;;;;TH1;HY1;ST1;BM1;AN1
3EBO8;4;DIAMOND DREAM;MSNG;10;14;MSNG;JP;1995-01-01;1998-07-01;JP-3EBO8-D55365;;;25.0;40.0;;;19.0;TH1;HY1;ST1;BM1;AN1
3EBQ8;1;DIAMOND DREAM;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3EBQ8-D55365;;;25.0;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EBR4;2;GREEN CEDAR (PANAMA);MSNG;70;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EBR4-G65236;;;;;;;;TH1;;;BM1;
3EBR6;3;ANDES HIGHWAY;MSNG;40;9;MSNG;JP;1995-01-01;1997-01-01;JP-3EBR6-A53220;;;21.0;32.0;;;5.0;TH1;HY1;ST1;BM1;AN1
3EBR8;2;SANTA AMELIA;MSNG;40;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EBR8-S53540;;;19.0;20.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EBS6;1;EURASIAN BEAUTY;MSNG;70;MSNG;MSNG;US;1993-01-01;1999-01-01;US-3EBS6-E62513;;;;;;;;;;;;
3EBU;2;EASTERN ORION;MSNG;10;MSNG;MSNG;PH;1995-01-01;1999-06-01;PH-3EBU-E23656;;;15.0;25.0;;;;TH1;;ST1;BM1;AN1
3EBW4;2;VIRGINIA;MSNG;70;MSNG;MSNG;US;1995-01-01;1999-06-01;US-3EBW4-V62500;;;18.0;25.0;;;;TH1;HY1;ST1;BM1;AN1
3EBX6;1;CHUETSU MARU;MSNG;10;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EBX6-C32560;;;25.0;32.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EBZ6;1;DIRK JACOB (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3EBZ6-D62215;;;18.0;;;;;TH1;HY1;ST1;BM1;
3ECA6;1;ERIKA JACOB (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3ECA6-E62221;;;18.0;;;;;TH1;HY1;ST1;BM1;
3ECJ;2;SILVER JOY;MSNG;10;MSNG;MSNG;PH;1995-01-01;1999-06-01;PH-3ECJ-S41620;;;18.0;24.0;;;;TH1;HY1;ST1;BM1;AN1
3ECJ7;1;SUNSHINE LA PLATA;MSNG;40;9;MSNG;JP;1996-01-01;1997-01-01;JP-3ECJ7-S52541;;;22.0;30.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3ECL2;2;KEN CONFIDENCE (PANAMA);MSNG;70;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3ECL2-K52513;;;;;;;;TH1;;;BM1;
3ECM7;4;SHIRAOI MARU;MSNG;10;1;MSNG;JP;1995-01-01;1997-01-01;JP-3ECM7-S65600;;;21.0;31.0;;;10.0;TH1;HY1;ST1;BM1;AN1
3ECN7;2;GROWTH RING;MSNG;70;MSNG;MSNG;US;1995-01-01;1999-06-01;US-3ECN7-G63652;;;25.0;35.0;;;;TH1;HY1;ST1;BM1;AN1
3ECO9;1;PRINCE OF OCEAN;MSNG;70;MSNG;MSNG;US;1992-01-01;2005-06-01;US-3ECO9-P65212;;;;;;;;;;;;
3ECQ6;2;ARIAKE;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3ECQ6-A62000;;;22.0;42.0;;;18.0;TH1;HY1;ST1;BM1;AN1
3ECT5;1;SHEAR WATER;MSNG;10;MSNG;MSNG;JP;1991-01-01;1997-01-01;JP-3ECT5-S63600;;27.0;;40.0;;;;TH1;HY1;ST1;BM1;AN1
3ECU5;1;KIN YOH;MSNG;40;1;MSNG;JP;1996-01-01;1999-06-01;JP-3ECU5-K50000;;;33.0;34.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3ECX6;1;ORANGE HORIZON;MSNG;10;MSNG;MSNG;JP;1991-01-01;1997-01-01;JP-3ECX6-O65262;;15.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3ECY9;1;HONAM SAPPHIRE;MSNG;40;MSNG;MSNG;KR;1995-01-01;2002-01-01;KR-3ECY9-H55216;;;25.0;35.0;;;;TH1;;ST1;BM1;AN1
3EDA5;1;HAN JIN KEELUNG;MSNG;40;MSNG;MSNG;KR;1993-01-01;1999-01-01;KR-3EDA5-H52524;;25.0;;38.0;;;;TH1;HY1;ST1;BM1;AN1
3EDB9;2;TOKIWA;MSNG;10;14;MSNG;JP;1995-01-01;1997-01-01;JP-3EDB9-T20000;;;25.0;37.0;;;18.0;TH1;HY1;ST1;BM1;AN1
3EDD8;1;ALLIGATOR JOY;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EDD8-A42362;;;;;;;;;;;;
3EDF5;2;TRADE LINK (PANAMA);MSNG;70;MSNG;MSNG;CA;1991-01-01;1999-06-01;CA-3EDF5-T63452;;20.0;;;;;;TH1;;;BM1;
3EDF9;1;TOKYO HIGHWAY;MSNG;40;MSNG;MSNG;JP;1994-01-01;1997-01-01;JP-3EDF9-T22000;;26.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EDJ7;2;KOHZAN MARU II;MSNG;10;14;MSNG;JP;1996-01-01;1997-01-01;JP-3EDJ7-K25600;;;17.0;30.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EDO4;2;GOLDEN RAY;MSNG;10;18;MSNG;GB;1995-01-01;2002-01-01;GB-3EDO4-G43560;;;20.0;;;;;TH1;HY1;ST1;BM1;
3EDP3;1;SANKO PRELUDE;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EDP3-S52164;;18.0;;25.0;;;;TH1;;ST1;BM1;AN1
3EDT9;3;JOHN SHAW;MSNG;10;18;MSNG;GB;1995-01-01;1997-01-01;GB-3EDT9-J52000;;;15.0;80.0;;;;TH1;HY1;ST1;BM1;AN1
3EEA7;2;TRENDY;MSNG;10;MSNG;MSNG;JP;1991-01-01;1997-01-01;JP-3EEA7-T65300;;24.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EEE5;1;KAKUHO;MSNG;10;14;MSNG;JP;1996-01-01;1997-01-01;JP-3EEE5-K20000;;;28.0;42.0;;;;TH1;HY1;ST1;BM1;AN1
3EEG8;1;KATSURAGI;MSNG;10;4;MSNG;JP;1996-01-01;1998-07-01;JP-3EEG8-K32620;;;29.0;37.0;;;;TH1;HY1;ST1;BM1;AN1
3EEO4;2;PACIFIC BANNER (PANAMA);MSNG;70;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EEO4-P21215;;;;;;;;TH1;;;BM1;
3EER8;1;FORESTAL ESPERANZA;MSNG;10;9;MSNG;JP;1995-01-01;1997-01-01;JP-3EER8-F62342;;;25.0;36.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EET;1;EIFFEL;MSNG;10;MSNG;MSNG;FR;1991-01-01;1998-01-01;FR-3EET-E14000;;10.0;;12.0;;;;TH1;HY1;ST1;BM1;AN1
3EET4;2;EIFFEL;MSNG;10;4;MSNG;FR;1995-01-01;2002-01-01;FR-3EET4-E14000;;;10.0;12.0;;;14.0;TH1;HY1;ST1;BM1;AN1
3EET9;2;PACIFIC VENTURE;MSNG;10;14;MSNG;GB;1995-01-01;1999-06-01;GB-3EET9-P21215;;;23.0;;;;;TH1;HY1;ST1;BM1;
3EEU6;1;BACTAZAR;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EEU6-B23260;;;;;;;;;;;;
3EEZ7;2;MONTE ROSA;MSNG;40;4;MSNG;JP;1996-01-01;1997-01-01;JP-3EEZ7-M53620;;;36.0;44.0;;;;TH1;HY1;ST1;BM1;AN1
3EFA5;2;SANTA ESMERALDA;MSNG;10;1;MSNG;JP;1995-01-01;2001-01-01;JP-3EFA5-S53256;;;15.0;27.0;;;5.0;TH1;HY1;ST1;BM1;AN1
3EFH4;2;YOUNG SATO;MSNG;70;MSNG;MSNG;US;1995-01-01;2002-01-01;US-3EFH4-Y52300;;;16.0;26.0;;;;TH1;HY1;ST1;BM1;AN1
3EFH7;1;PIONEER LEADER;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EFH7-P56436;;;23.0;33.0;;;22.0;TH1;HY1;ST1;BM1;AN1
3EFI6;1;PACIFIC MERCURY;MSNG;10;14;MSNG;JP;1995-01-01;2001-01-01;JP-3EFI6-P21256;;;23.0;34.0;;;13.0;TH1;HY1;ST1;BM1;AN1
3EFJ6;1;MARINE EXPRESS;MSNG;70;MSNG;MSNG;US;1993-01-01;1999-01-01;US-3EFJ6-M65216;;;;;;;;;;;;
3EFK7;1;TAGA;MSNG;10;MSNG;MSNG;JP;1994-01-01;2000-01-01;JP-3EFK7-T20000;;10.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EFM2;4;FORTUNE CLIPPER (PANAMA);MSNG;70;9;MSNG;MY;1996-01-01;1999-06-01;MY-3EFM2-F63524;;;11.0;24.0;;;;TH1;;;BM1;AN1
3EFM3;2;EVER GRAND;MSNG;70;MSNG;MSNG;US;1995-01-01;1999-03-01;US-3EFM3-E16265;;;33.0;43.0;;;;TH1;;ST1;BM1;AN1
3EFM7;1;YU YOH;MSNG;40;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EFM7-Y00000;;;23.0;36.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EFN9;3;REEFER QUEEN;MSNG;10;9;MSNG;JP;1996-01-01;1997-01-01;JP-3EFN9-R16250;;;12.0;25.0;;;12.0;TH1;HY1;ST1;BM1;AN1
3EFO3;1;QUALITY OF LIFE;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EFO3-Q43141;;;;;;;;;;;;
3EFO8;3;SHIN HOH;MSNG;10;MSNG;MSNG;JP;1994-01-01;2000-01-01;JP-3EFO8-S50000;;18.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EFQ8;1;SHIN-HOH;MSNG;10;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EFQ8-S50000;;;22.0;39.0;;;15.0;TH1;HY1;ST1;BM1;AN1
3EFV8;2;THAMES;MSNG;10;4;MSNG;JP;1996-01-01;1997-01-01;JP-3EFV8-T52000;;;32.0;42.0;;;5.0;TH1;HY1;ST1;BM1;AN1
3EFW8;1;MAR DEL SUR;MSNG;10;MSNG;MSNG;GB;1993-01-01;2000-01-01;GB-3EFW8-M63426;;20.0;;;;;;TH1;HY1;ST1;BM1;
3EFX5;1;M/S CAPE CHARLES;MSNG;10;MSNG;MSNG;JP;1992-01-01;1998-01-01;JP-3EFX5-M21264;;30.0;;34.0;;;;TH1;HY1;ST1;BM1;AN1
3EFX9;1;WELSH VENTURE;MSNG;10;14;MSNG;GB;1995-01-01;2002-01-01;GB-3EFX9-W42153;;;26.0;;;;;TH1;HY1;ST1;BM1;
3EFY2;1;UNITED SING (PANAMA);MSNG;10;MSNG;MSNG;HK;1992-01-01;1998-01-01;HK-3EFY2-U53325;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EFY6;2;JOANA BONITA (PANAMA);MSNG;10;MSNG;MSNG;AU;1995-01-01;2001-01-01;AU-3EFY6-J51531;;;23.0;38.0;;;;TH1;HY1;ST1;BM1;AN1
3EFY7;3;TOLUCA;MSNG;10;MSNG;MSNG;US;1995-01-01;2002-01-01;US-3EFY7-T42000;;;28.0;36.0;;;;TH1;;ST1;BM1;AN1
3EGE4;3;OCEAN OLYMPIC;MSNG;40;MSNG;MSNG;KR;1995-01-01;1999-03-01;KR-3EGE4-O25451;;;20.0;26.0;;;;TH1;HY1;ST1;BM1;AN1
3EGI9;1;FIRST SUN;MSNG;10;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EGI9-F62325;;;20.0;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EGN6;3;SONAT RATHER;MSNG;10;MSNG;MSNG;GB;1993-01-01;2000-01-01;GB-3EGN6-S53636;;24.0;;91.0;;;;TH1;HY1;;BM1;AN1
3EGR6;2;RECIFE;MSNG;10;MSNG;MSNG;ZA;1995-01-01;1999-06-01;ZA-3EGR6-R21000;;;16.0;35.0;;;;TH1;HY1;;BM1;AN1
3EGS6;3;PHOENIX DIAMOND;MSNG;40;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EGS6-P52355;;;26.0;37.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EGV8;1;BRIGHT SPROUT;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3EGV8-B62321;;;23.0;34.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3EGY6;2;SUCCESS HOPE;MSNG;10;MSNG;MSNG;JP;1993-01-01;1999-01-01;JP-3EGY6-S22100;;25.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EGY7;1;TRADE GREEN;MSNG;70;MSNG;MSNG;US;1990-01-01;1997-01-01;US-3EGY7-T63265;;;;;;;;;;;;
3EGZ8;1;REGNO MARINUS;MSNG;10;1;MSNG;JP;1995-01-01;2001-01-01;JP-3EGZ8-R25565;;;24.0;24.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3EHB8;2;GOHSHU;MSNG;10;10;MSNG;JP;1996-01-01;1997-01-01;JP-3EHB8-G20000;;;23.0;35.0;;;10.0;TH1;HY1;ST1;BM1;AN1
3EHC;3;PANTHER (PANAMA);MSNG;10;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EHC-P53615;;;;;;;;TH1;HY1;ST1;BM1;
3EHE6;2;INFANTA;MSNG;10;MSNG;MSNG;ZA;1995-01-01;1999-06-01;ZA-3EHE6-I51530;;;16.0;35.0;;;;TH1;HY1;;BM1;AN1
3EHF5;1;MARIA BONITA;MSNG;10;MSNG;MSNG;AU;1991-01-01;1997-01-01;AU-3EHF5-M61530;;20.0;;35.0;;;;TH1;HY1;;BM1;AN1
3EHH4;1;RUHLAND (PANAMA);MSNG;10;MSNG;MSNG;GF;1991-01-01;1998-01-01;GF-3EHH4-R45315;;20.0;;;;;;TH1;HY1;ST1;BM1;
3EHJ8;2;KOHZAN MARU;MSNG;10;14;MSNG;JP;1996-01-01;1997-01-01;JP-3EHJ8-K25600;;;23.0;37.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EHO6;3;MAH IV (PANAMA);MSNG;10;MSNG;MSNG;HK;1990-01-01;1997-01-01;HK-3EHO6-M15500;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EHQ8;1;PRINCESS ARROW;MSNG;10;23;MSNG;JP;1996-01-01;1997-01-01;JP-3EHQ8-P65226;;;28.0;30.0;;;9.0;TH1;HY1;ST1;BM1;AN1
3EHT4;1;FOREST RIVER;MSNG;10;1;MSNG;JP;1996-01-01;1997-01-01;JP-3EHT4-F62361;;;22.0;34.0;;;9.0;TH1;HY1;ST1;BM1;AN1
3EHT6;2;KARINA BONITA (PANAMA);MSNG;10;MSNG;MSNG;AU;1995-01-01;2002-01-01;AU-3EHT6-K65153;;;22.0;38.0;;;;TH1;HY1;ST1;BM1;AN1
3EHZ5;1;VOGTLAND (PANAMA);MSNG;10;MSNG;MSNG;GF;1991-01-01;1997-01-01;GF-3EHZ5-V23453;;24.0;;;;;;TH1;HY1;ST1;BM1;
3EIC2;1;REGAL EMPRESS;MSNG;10;MSNG;MSNG;US;1993-01-01;1999-01-01;US-3EIC2-R24516;;19.0;;;;;;TH1;HY1;ST1;BM1;
3EIE4;1;POMORAC;MSNG;70;MSNG;MSNG;US;1991-01-01;1998-01-01;US-3EIE4-P56200;;;;;;;;;;;;
3EIK4;1;OCEAN EXPRESS;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EIK4-O25216;;;29.0;36.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EIK8;1;ATLANTIC STAR;MSNG;70;MSNG;MSNG;US;1994-01-01;2000-01-01;US-3EIK8-A34532;;;;;;;;TH1;;;BM1;
3EIM3;1;UNITED PEACE;MSNG;10;MSNG;MSNG;NZ;1994-01-01;2000-01-01;NZ-3EIM3-U53312;;23.0;;;;;;TH1;HY1;ST1;BM1;
3EIN2;1;TAGAMA (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3EIN2-T25155;;;18.0;;;;;TH1;HY1;ST1;BM1;
3EIO3;1;DSR OAKLAND (PANAMA);MSNG;10;MSNG;MSNG;GF;1991-01-01;1997-01-01;GF-3EIO3-D26245;;27.0;;37.0;;;;TH1;HY1;ST1;BM1;AN1
3EIP2;3;UNITED APPROACH (PANAMA);MSNG;10;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EIP2-U53316;;;;;;;;TH1;HY1;ST1;BM1;
3EIP3;1;ARABIAN SEA (PANAMA);MSNG;10;MSNG;MSNG;GF;1993-01-01;2000-01-01;GF-3EIP3-A61521;;27.0;;;;;;TH1;HY1;ST1;BM1;
3EIP9;1;HELIOS BREEZE;MSNG;10;14;MSNG;JP;1996-01-01;2002-03-01;JP-3EIP9-H42162;;;29.0;48.0;;;15.0;TH1;HY1;ST1;BM1;AN1
3EIQ7;3;NEPTUNE DIAMOND;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EIQ7-N13535;;;20.0;31.0;;;6.0;TH1;HY1;ST1;BM1;AN1
3EIS7;2;TAKACHIHO;MSNG;10;MSNG;MSNG;JP;1993-01-01;1997-01-01;JP-3EIS7-T22000;;30.0;;43.0;;;;TH1;HY1;ST1;BM1;AN1
3EIV8;2;ALLIGATOR EXCELLENCE;MSNG;40;4;MSNG;JP;1995-01-01;2001-01-01;JP-3EIV8-A42362;;;22.0;32.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EIX4;2;SUN MASTER (PANAMA);MSNG;70;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EIX4-S52361;;;;;;;;TH1;;;BM1;
3EIX8;2;COPPER YALE (PANAMA);MSNG;10;MSNG;MSNG;CA;1995-01-01;1999-06-01;CA-3EIX8-C16415;;;;;;;;TH1;HY1;ST1;BM1;
3EJB3;1;OCEAN ASPIRATION;MSNG;70;MSNG;MSNG;US;1991-01-01;1998-01-01;US-3EJB3-O25216;;;;;;;;;;;;
3EJB6;1;GALAXY HARVEST;MSNG;70;18;MSNG;JP;1996-01-01;2002-01-01;JP-3EJB6-G42612;;;17.0;18.0;;;16.0;TH1;HY1;ST1;BM1;AN1
3EJB7;1;GLOBAL FAME;MSNG;70;MSNG;MSNG;US;1991-01-01;1998-01-01;US-3EJB7-G41415;;;;;;;;;;;;
3EJB9;3;CENTURY HIGHWAY NO.2;MSNG;10;9;MSNG;JP;1995-01-01;1997-01-01;JP-3EJB9-C53625;;;25.0;38.0;;;6.0;TH1;HY1;ST1;BM1;AN1
3EJD6;1;WINDFIELD  (HONG KONG);MSNG;70;MSNG;MSNG;CA;1990-01-01;1997-01-01;CA-3EJD6-W53143;;;;;;;;TH1;;;BM1;
