call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
3DRG;1;ADI VITI;MSNG;10;MSNG;MSNG;NZ;1982-01-01;1989-01-01;NZ-3DRG-A31300;;10.0;;;;;;TH1;HY1;ST1;BM1;
3EAO;2;LORD NIAGARA (PANAMA);MSNG;70;MSNG;MSNG;US;1981-01-01;1988-01-01;US-3EAO-L63526;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EAS;1;CHI TAI (PANAMA);MSNG;70;MSNG;MSNG;US;1977-01-01;1983-01-01;US-3EAS-C31550;;15.0;;;;;;TH1;HY1;ST1;BM1;
3EBB;1;NEGEV-ZIN;MSNG;10;MSNG;MSNG;IL;1982-01-01;1988-01-01;IL-3EBB-N21250;;15.0;;;;;;TH1;HY1;ST1;BM1;
3EBD;1;DAE YANG AMITY;MSNG;40;MSNG;MSNG;KR;1980-01-01;1987-01-01;KR-3EBD-D52530;;26.0;;36.0;;;;TH1;HY1;ST1;BM1;AN1
3EBH;1;ORIENT CARRIER (PANAMA);MSNG;70;MSNG;MSNG;US;1980-01-01;1987-01-01;US-3EBH-O65326;;;;;;;;;;;;
3EBU;1;EASTERN ORION;MSNG;10;MSNG;MSNG;PH;1980-01-01;1995-01-01;PH-3EBU-E23656;;15.0;;25.0;;;;TH1;;ST1;BM1;AN1
3ECJ;1;SILVER JOY;MSNG;10;MSNG;MSNG;PH;1978-01-01;1995-01-01;PH-3ECJ-S41620;;18.0;;24.0;;;;TH1;HY1;ST1;BM1;AN1
3EDL;1;WORLD PHILIPPINES;MSNG;10;MSNG;MSNG;JP;1977-01-01;1984-01-01;JP-3EDL-W64314;;25.0;;33.0;;;;TH1;HY1;ST1;BM1;AN1
3EDY;1;SALONAE (PANAMA);MSNG;10;MSNG;MSNG;YU;1977-01-01;1984-01-01;YU-3EDY-S45155;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EED;1;TIHA (PANAMA);MSNG;40;MSNG;MSNG;YU;1977-01-01;1984-01-01;YU-3EED-T15500;;7.0;;;;;;TH1;HY1;ST1;BM1;
3EEJ;1;CHERRY (PANAMA);MSNG;10;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3EEJ-C61550;;18.0;;;;;;TH1;HY1;ST1;BM1;
3EEK;1;MISHREF;MSNG;70;MSNG;MSNG;NZ;1978-01-01;1985-01-01;NZ-3EEK-M26100;;;;;;;;;;;;
3EEW;1;UNITED SEA ANGEL (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3EEW-U53325;;18.0;;24.0;;;;TH1;HY1;ST1;BM1;AN1
3EFI;1;GREAT OCEAN (PANAMA);MSNG;70;MSNG;MSNG;US;1982-01-01;1989-01-01;US-3EFI-G63251;;;;;;;;;;;;
3EFZ;1;CASTELA (PANAMA);MSNG;40;MSNG;MSNG;YU;1977-01-01;1983-01-01;YU-3EFZ-C23415;;12.0;;;;;;TH1;HY1;ST1;BM1;
3EHB;1;RIDGE;MSNG;10;MSNG;MSNG;ZA;1981-01-01;1988-01-01;ZA-3EHB-R32000;;;;;;;;TH1;HY1;ST1;BM1;
3EHH;1;SUSANNE VINNEN (PANAMA);MSNG;10;MSNG;MSNG;GF;1982-01-01;1989-01-01;GF-3EHH-S25155;;18.0;;;;;;TH1;HY1;ST1;BM1;
3EJE;1;ANTARTIC (PANAMA);MSNG;10;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3EJE-A53632;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EJI;1;SEA DRAGON II;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3EJI-S36250;;4.0;;;;;;TH1;;ST1;BM1;
3EKV;1;BUNTENTOR (PANAMA);MSNG;10;MSNG;MSNG;GF;1978-01-01;1985-01-01;GF-3EKV-B53536;;18.0;;;;;;TH1;HY1;ST1;BM1;
3ELE;1;DISCOVERER SEVEN SEAS;MSNG;10;MSNG;MSNG;CA;1980-01-01;1986-01-01;CA-3ELE-D21662;;;;25.0;;;;TH1;HY1;ST1;BM1;AN1
3ELG;1;ICELAND (PANAMA);MSNG;40;MSNG;MSNG;GF;1981-01-01;1988-01-01;GF-3ELG-I24531;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EML;1;CHI CHING (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3EML-C25215;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EMM;1;FLORIA (PANAMA);MSNG;10;MSNG;MSNG;GF;1977-01-01;1984-01-01;GF-3EMM-F46155;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EMR;1;KOREAN RUNNER;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3EMR-K65656;;15.0;;17.0;;;;TH1;HY1;ST1;BM1;AN1
3ENE;1;HOHSING ARROW (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3ENE-H25261;;18.0;;23.0;;;;TH1;HY1;ST1;BM1;AN1
3EOA;1;WORLD COMET;MSNG;10;MSNG;MSNG;JP;1975-01-01;1983-01-01;JP-3EOA-W64325;;26.0;;39.0;;;;TH1;HY1;ST1;BM1;AN1
3EOR;1;OLIVE ACE (PANAMA);MSNG;70;MSNG;MSNG;US;1981-01-01;1991-01-01;US-3EOR-O41215;;;;;;;;;;;;
3EOT;1;CHEONGWIND (PANAMA);MSNG;10;MSNG;MSNG;HK;1981-01-01;1988-01-01;HK-3EOT-C52531;;14.0;;;;;;TH1;HY1;ST1;BM1;
3EOU;1;HOHSING BREEZE (PANAMA);MSNG;70;MSNG;MSNG;US;1980-01-01;1987-01-01;US-3EOU-H25216;;;;;;;;;;;;
3EPA;1;CORAL ACE (PANAMA);MSNG;70;MSNG;MSNG;US;1977-01-01;1984-01-01;US-3EPA-C64215;;20.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EPO;1;HORN;MSNG;40;MSNG;MSNG;KR;1982-01-01;1989-01-01;KR-3EPO-H65000;;10.0;;22.0;;;;TH1;HY1;ST1;BM1;AN1
3EPQ;1;HORN;MSNG;40;MSNG;MSNG;KR;1980-01-01;1987-01-01;KR-3EPQ-H65000;;10.0;;26.0;;;;TH1;HY1;ST1;BM1;AN1
3EQF;1;ROBERTO (PANAMA);MSNG;10;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3EQF-R16315;;16.0;;;;;;TH1;HY1;ST1;BM1;
3EQN;2;MARDI GRAS (PANAMA);MSNG;10;MSNG;MSNG;US;1978-01-01;1986-01-01;US-3EQN-M63262;;19.0;;;;;;TH1;HY1;ST1;BM1;
3EQZ;1;MARITIME CHALLENGE;MSNG;70;MSNG;MSNG;US;1977-01-01;1984-01-01;US-3EQZ-M63524;;18.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3ESF;1;CATHRIN (PANAMA);MSNG;40;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3ESF-C36515;;16.0;;;;;;TH1;HY1;ST1;BM1;
3ESQ;1;GREEN AUKLET (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3ESQ-G65243;;;;;;;;;;;;
3ETM;2;SINGWIND (PANAMA);MSNG;10;MSNG;MSNG;HK;1981-01-01;1988-01-01;HK-3ETM-S52531;;16.0;;;;;;TH1;HY1;ST1;BM1;
3ETZ;1;HAN JIN SEOUL;MSNG;40;MSNG;MSNG;KR;1982-01-01;1984-01-01;KR-3ETZ-H52524;;23.0;;23.0;;;;TH1;HY1;ST1;BM1;AN1
3EUB;1;HAN JIN INCHON;MSNG;40;MSNG;MSNG;KR;1982-01-01;1984-01-01;KR-3EUB-H52552;;23.0;;23.0;;;;TH1;HY1;ST1;BM1;AN1
3EUJ;1;BRIGHT FAITH;MSNG;40;MSNG;MSNG;KR;1980-01-01;1987-01-01;KR-3EUJ-B62313;;15.0;;20.0;;;;TH1;HY1;ST1;BM1;AN1
3EUW;1;NORMANNIA (PANAMA);MSNG;10;MSNG;MSNG;GF;1980-01-01;1986-01-01;GF-3EUW-N65515;;18.0;;;;;;TH1;HY1;ST1;BM1;
3EVR;2;LAMMA ISLAND (PANAMA);MSNG;40;MSNG;MSNG;HK;1981-01-01;1988-01-01;HK-3EVR-L52453;;21.0;;;;;;TH1;HY1;ST1;BM1;
3EWB;2;MARITIME FORTUNE (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3EWB-M63516;;19.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EXH;1;STAR SUPREME (PANAMA);MSNG;70;MSNG;MSNG;CA;1981-01-01;1987-01-01;CA-3EXH-S36216;;19.0;;;;;;TH1;;;BM1;
3EXO;1;BLUE BOTTLE (PANAMA);MSNG;70;MSNG;MSNG;US;1975-01-01;1983-01-01;US-3EXO-B41341;;17.0;;27.0;;;;TH1;HY1;ST1;BM1;AN1
3EYA;1;HVAFRU (PANAMA);MSNG;70;MSNG;MSNG;CA;1982-01-01;1988-01-01;CA-3EYA-H11615;;25.0;;;;;;TH1;;;BM1;
3EYN;1;NEW GOLDEN PHOENIX;MSNG;70;MSNG;MSNG;US;1980-01-01;1987-01-01;US-3EYN-N24351;;;;;;;;;;;;
3EZK;1;SOLAR PEAK;MSNG;10;MSNG;MSNG;JP;1981-01-01;1987-01-01;JP-3EZK-S46120;;21.0;;33.0;;;;TH1;HY1;ST1;BM1;AN1
3FAB;1;FRISKY (PANAMA);MSNG;70;MSNG;MSNG;US;1981-01-01;1988-01-01;US-3FAB-F62155;;;;;;;;;;;;
3FAI;1;CAST PORPOISE (PANAMA);MSNG;40;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3FAI-C23161;;20.0;;;;;;TH1;HY1;ST1;BM1;
3FAQ;1;VERACRUZ I (PANAMA);MSNG;70;MSNG;MSNG;US;1981-01-01;1987-01-01;US-3FAQ-V62621;;12.0;;;;;;TH1;HY1;ST1;BM1;
3FBF;1;BLUE FINE II;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FBF-B41500;;4.0;;;;;;TH1;;;BM1;
3FBH;3;DAE YANG;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FBH-D52000;;13.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
3FBQ;1;TAYABAS BAY (PANAMA);MSNG;70;MSNG;MSNG;US;1977-01-01;1983-01-01;US-3FBQ-T12115;;17.0;;21.0;;;;TH1;HY1;ST1;BM1;AN1
3FCI;1;CANAL ACE (PANAMA);MSNG;70;MSNG;MSNG;US;1982-01-01;1989-01-01;US-3FCI-C54215;;;;;;;;;;;;
3FCN;1;DOCKLIFT I;MSNG;70;MSNG;MSNG;NL;1981-01-01;1987-01-01;NL-3FCN-D24130;;;;;;;;;;;;
3FCY;1;PACIFIC INSTALLER (U.K.);MSNG;10;MSNG;MSNG;NZ;1978-01-01;1985-01-01;NZ-3FCY-P21252;;18.0;;;;;;TH1;HY1;ST1;BM1;
3FDU;1;SILVER FERN (TAIWAN);MSNG;70;MSNG;MSNG;NZ;1977-01-01;1984-01-01;NZ-3FDU-S41616;;;;;;;;;;;;
3FED;1;DAE YANG PROSPERITY;MSNG;40;MSNG;MSNG;KR;1980-01-01;1987-01-01;KR-3FED-D52162;;24.0;;36.0;;;;TH1;HY1;ST1;BM1;AN1
3FEE;2;DONG AH;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FEE-D52000;;13.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
3FEP;1;HARMEN OLDENDORFF(PANAMA);MSNG;40;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3FEP-H65543;;18.0;;;;;;TH1;HY1;ST1;BM1;
3FEX;1;LILAC;MSNG;40;MSNG;MSNG;KR;1975-01-01;1983-01-01;KR-3FEX-L42000;;13.0;;;;;;TH1;HY1;ST1;BM1;
3FFN;1;ASKARYA;MSNG;40;MSNG;MSNG;ID;1982-01-01;1986-01-01;ID-3FFN-A26000;;;;;;;;TH1;HY1;ST1;BM1;
3FFQ;1;TASMAN SEA (PANAMA);MSNG;10;MSNG;MSNG;CA;1978-01-01;1985-01-01;CA-3FFQ-T25521;;18.0;;;;;;TH1;HY1;ST1;BM1;
3FFY;1;EASTERN JOY (PANAMA);MSNG;70;MSNG;MSNG;US;1977-01-01;1983-01-01;US-3FFY-E23652;;15.0;;27.0;;;;TH1;HY1;ST1;BM1;AN1
3FGU;1;TAILUNGSHAN (PANAMA);MSNG;10;MSNG;MSNG;HK;1977-01-01;1983-01-01;HK-3FGU-T45251;;;;;;;;TH1;HY1;ST1;BM1;
3FHK;4;CRYSTAL REED;MSNG;40;MSNG;MSNG;KR;1982-01-01;1989-01-01;KR-3FHK-C62346;;15.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3FHS;1;AFRICAN STARS (PANAMA);MSNG;70;MSNG;MSNG;US;1981-01-01;1988-01-01;US-3FHS-A16252;;;;;;;;;;;;
3FIQ;2;MARIA OLDENDORFF (PANAMA);MSNG;10;MSNG;MSNG;GF;1982-01-01;1989-01-01;GF-3FIQ-M64353;;14.0;;;;;;TH1;HY1;ST1;BM1;
3FIR;1;HELENE ROTH (PANAMA);MSNG;10;MSNG;MSNG;US;1975-01-01;1983-01-01;US-3FIR-H45631;;17.0;;;;;;TH1;HY1;ST1;BM1;
3FIW;1;AZALEA (PANAMA);MSNG;70;MSNG;MSNG;US;1975-01-01;1983-01-01;US-3FIW-A24155;;17.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3FJJ;1;ADRIATIK (PANAMA);MSNG;70;MSNG;MSNG;US;1977-01-01;1983-01-01;US-3FJJ-A36321;;19.0;;;;;;TH1;HY1;ST1;BM1;
3FJK;1;EASTERN BRIDE (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3FJK-E23651;;19.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3FJU;1;JAPRI PROGRESS;MSNG;10;MSNG;MSNG;PH;1980-01-01;1987-01-01;PH-3FJU-J16162;;;;;;;;TH1;HY1;ST1;BM1;
3FJX;1;JAPRI VENTURE;MSNG;10;MSNG;MSNG;PH;1980-01-01;1987-01-01;PH-3FJX-J16153;;;;;;;;TH1;HY1;ST1;BM1;
3FKL;1;BUM MI;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FKL-B50000;;10.0;;12.0;;;;TH1;HY1;ST1;BM1;AN1
3FKR;1;RUBY STAR;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FKR-R12360;;15.0;;17.0;;;;TH1;;ST1;BM1;AN1
3FLD;1;MARITIME TRANSPORTER;MSNG;40;MSNG;MSNG;GF;1977-01-01;1984-01-01;GF-3FLD-M63536;;14.0;;;;;;TH1;HY1;ST1;BM1;
3FMG;3;GOLDEN BELL;MSNG;40;MSNG;MSNG;KR;1978-01-01;1985-01-01;KR-3FMG-G43514;;14.0;;;;;;TH1;HY1;ST1;BM1;
3FMV;1;REGENT CEDAR (PANAMA);MSNG;70;MSNG;MSNG;US;1975-01-01;1985-01-01;US-3FMV-R25323;;22.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3FNE;1;GULF BRIDGE;MSNG;10;MSNG;MSNG;JP;1980-01-01;1984-01-01;JP-3FNE-G41632;;12.0;;20.0;;;;TH1;HY1;ST1;BM1;AN1
3FNO;1;TWIN DRAGON;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FNO-T53625;;16.0;;21.0;;;;TH1;HY1;ST1;BM1;AN1
3FNS;1;PAN EASTERN;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FNS-P52365;;19.0;;29.0;;;;TH1;HY1;ST1;BM1;AN1
3FOA;1;VANGUARD;MSNG;10;MSNG;MSNG;JP;1975-01-01;1983-01-01;JP-3FOA-V52630;;29.0;;40.0;;;;TH1;HY1;ST1;BM1;AN1
3FOC;2;APOLLO PEAK;MSNG;10;MSNG;MSNG;JP;1982-01-01;1987-01-01;JP-3FOC-A14120;;21.0;;32.0;;;;TH1;HY1;ST1;BM1;AN1
3FOF;1;SEQUOIA (PANAMA);MSNG;70;MSNG;MSNG;US;1975-01-01;1983-01-01;US-3FOF-S21550;;;;;;;;;;;;
3FOH;1;BUM YONG;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FOH-B55200;;11.0;;11.0;;;;TH1;;ST1;BM1;AN1
3FOY;2;MIWON;MSNG;40;MSNG;MSNG;KR;1978-01-01;1986-01-01;KR-3FOY-M50000;;14.0;;18.0;;;;TH1;HY1;ST1;BM1;AN1
3FPT;1;KIM PO;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FPT-K51000;;20.0;;22.0;;;;TH1;HY1;ST1;BM1;AN1
3FQC;1;DYNAMIC ACE;MSNG;10;MSNG;MSNG;PH;1980-01-01;1987-01-01;PH-3FQC-D55220;;18.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
3FRJ;2;QUEEN STAR;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FRJ-Q52360;;15.0;;17.0;;;;TH1;HY1;ST1;BM1;AN1
3FRX;1;TWIN JOY (PANAMA);MSNG;70;MSNG;MSNG;US;1980-01-01;1987-01-01;US-3FRX-T52155;;;;;;;;;;;;
3FSG;1;MUELHEIM (PANAMA);MSNG;40;MSNG;MSNG;GF;1978-01-01;1984-01-01;GF-3FSG-M45155;;21.0;;;;;;TH1;HY1;ST1;BM1;
3FSM;1;ALMUT BORNHOFEN (PANAMA);MSNG;10;MSNG;MSNG;GF;1982-01-01;1989-01-01;GF-3FSM-A45316;;18.0;;;;;;TH1;HY1;ST1;BM1;
3FSN;1;BENTHEIM (PANAMA);MSNG;10;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3FSN-B53515;;21.0;;;;;;TH1;HY1;ST1;BM1;
3FSX;1;CONTRACT VOYAGER (PANAMA);MSNG;40;MSNG;MSNG;GF;1980-01-01;1987-01-01;GF-3FSX-C53623;;12.0;;;;;;TH1;HY1;ST1;BM1;
3FSY;1;ATLANTIC PROWESS (PANAMA);MSNG;40;MSNG;MSNG;GF;1981-01-01;1987-01-01;GF-3FSY-A34532;;16.0;;;;;;TH1;HY1;ST1;BM1;
3FSZ;1;IVORY DRAGON;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FSZ-I16362;;16.0;;21.0;;;;TH1;HY1;ST1;BM1;AN1
3FTB;3;CRESSIDA (PANAMA);MSNG;70;MSNG;MSNG;US;1978-01-01;1985-01-01;US-3FTB-C62315;;18.0;;26.0;;;;TH1;HY1;ST1;BM1;AN1
3FTF;2;WESTERN HIGHWAY;MSNG;10;MSNG;MSNG;JP;1981-01-01;1987-01-01;JP-3FTF-W23652;;16.0;;29.0;;;;TH1;HY1;ST1;BM1;AN1
3FUC;1;BUM AH;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FUC-B50000;;7.0;;;;;;TH1;HY1;ST1;BM1;
3FVD;1;MARITIME JUSTICE;MSNG;70;MSNG;MSNG;US;1977-01-01;1984-01-01;US-3FVD-M63522;;18.0;;27.0;;;;TH1;HY1;ST1;BM1;AN1
3FVF;3;GRETKE OLDENDORFF(PANAMA);MSNG;10;MSNG;MSNG;GF;1982-01-01;1989-01-01;GF-3FVF-G63243;;13.0;;;;;;TH1;HY1;ST1;BM1;
3FWK;2;GERDT OLDENDORFF(PANAMA);MSNG;10;MSNG;MSNG;GF;1977-01-01;1983-01-01;GF-3FWK-G63435;;16.0;;;;;;TH1;HY1;ST1;BM1;
3FWN;3;EASTERN ADVENTURE;MSNG;40;MSNG;MSNG;PH;1980-01-01;1987-01-01;PH-3FWN-E23653;;13.0;;;;;;TH1;HY1;ST1;BM1;
3FXM;1;SE WON;MSNG;40;MSNG;MSNG;KR;1977-01-01;1983-01-01;KR-3FXM-S50000;;13.0;;;;;;TH1;HY1;ST1;BM1;
3FXN;2;PAN ASIA;MSNG;40;MSNG;MSNG;KR;1978-01-01;1985-01-01;KR-3FXN-P52000;;11.0;;15.0;;;;TH1;HY1;ST1;BM1;AN1
3FXO;1;CAPALONGA;MSNG;10;MSNG;MSNG;GB;1978-01-01;1985-01-01;GB-3FXO-C14520;;;;;;;;TH1;HY1;ST1;BM1;
3FYF;1;ISLAND (PANAMA);MSNG;70;MSNG;MSNG;US;1975-01-01;1983-01-01;US-3FYF-I24531;;10.0;;;;;;TH1;HY1;ST1;BM1;
3FYI;2;BING TANG HARIPAN;MSNG;40;MSNG;MSNG;KR;1982-01-01;1989-01-01;KR-3FYI-B52352;;12.0;;28.0;;;;TH1;HY1;ST1;BM1;AN1
3FYM;1;FRUITION (PANAMA);MSNG;10;MSNG;MSNG;CA;1980-01-01;1987-01-01;CA-3FYM-F63515;;24.0;;;;;;TH1;HY1;;BM1;
3FYO;2;WORLD SOVEREIGN;MSNG;10;MSNG;MSNG;JP;1978-01-01;1985-01-01;JP-3FYO-W64321;;25.0;;39.0;;;;TH1;HY1;ST1;BM1;AN1
3FYT;3;DORIC (PANAMA);MSNG;10;MSNG;MSNG;US;1978-01-01;1986-01-01;US-3FYT-D62155;;22.0;;33.0;;;;TH1;HY1;ST1;BM1;AN1
3MXL;1;KOREAN EXPRESS;MSNG;40;MSNG;MSNG;KR;1980-01-01;1987-01-01;KR-3MXL-K65216;;12.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
3XLY;1;ZIM LIVORNO;MSNG;10;MSNG;MSNG;IL;1980-01-01;1986-01-01;IL-3XLY-Z54165;;;;;;;;TH1;HY1;ST1;BM1;
4TEB24;1;CENTRO AMERICA (PERU);MSNG;70;MSNG;MSNG;US;1981-01-01;1987-01-01;US-4TEB24-C53656;;14.0;;;;;;TH1;HY1;ST1;BM1;
4XIA;1;ZIM-NEW-YORK;MSNG;10;MSNG;MSNG;IL;1981-01-01;1988-01-01;IL-4XIA-Z56200;;;;;;;;TH1;HY1;ST1;BM1;
4XIB;1;ZIM TOKYO;MSNG;10;MSNG;MSNG;IL;1981-01-01;1991-01-01;IL-4XIB-Z53200;;18.0;;;;;;TH1;HY1;ST1;BM1;
4XIC;1;ZIM-NEW-ORLEANS;MSNG;10;MSNG;MSNG;IL;1981-01-01;1988-01-01;IL-4XIC-Z56452;;21.0;;24.0;;;;TH1;HY1;ST1;BM1;AN1
4XID;1;ZIM-MIAMI;MSNG;10;MSNG;MSNG;IL;1981-01-01;1991-01-01;IL-4XID-Z55000;;20.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
4XIE;1;ZIM-MARSEILLES;MSNG;10;MSNG;MSNG;IL;1981-01-01;1988-01-01;IL-4XIE-Z56242;;20.0;;25.0;;;;TH1;HY1;ST1;BM1;AN1
4XIF;1;GENERAL M. MAKLEFF;MSNG;10;MSNG;MSNG;IL;1981-01-01;1988-01-01;IL-4XIF-G56452;;22.0;;;;;;TH1;HY1;ST1;BM1;
