call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
****010;1;MAHARASHTRA;MSNG;40;MSNG;MSNG;IN;1996-01-01;2003-01-01;IN-****010-M62360;;;;;;;;TH1;HY1;;BM1;
****011;1;JAGAT MOHINI;MSNG;70;MSNG;MSNG;IN;1991-01-01;2003-01-01;IN-****011-J23550;;;;;;;;;;;;
2GQZ;4;BERYL A;MSNG;10;18;MSNG;GB;1999-06-01;2000-12-01;GB-2GQZ-B64000;;;51.0;;97.0;;;TH1;HY1;;BM1;
2GRJ;4;THISTLE A;MSNG;10;18;MSNG;GB;1995-01-01;2001-01-01;GB-2GRJ-T23400;;;50.0;;;;;TH1;HY1;;BM1;
2IDK;1;DEW-GENEN-NY;MSNG;10;MSNG;MSNG;GB;1993-01-01;2000-01-01;GB-2IDK-D25500;;4.0;;;;;;TH1;HY1;ST1;BM1;
2IJQ;5;FRANCIS DRAKE;MSNG;10;31;MSNG;GB;1999-06-01;2004-12-01;GB-2IJQ-F65223;;;2.0;;;;;TH1;HY1;ST1;BM1;
2ISF;2;NINIAN CENTRAL;MSNG;10;18;MSNG;GB;1995-01-01;2002-01-01;GB-2ISF-N55253;;;62.0;99.0;;;;TH1;HY1;;BM1;AN1
2LJV;3;HEATHER A;MSNG;10;18;MSNG;GB;1995-01-01;2002-01-01;GB-2LJV-H36000;;;48.0;96.0;;;;TH1;HY1;;BM1;AN1
2QXZ;4;TARTAN A;MSNG;10;18;MSNG;GB;1999-06-01;2001-12-01;GB-2QXZ-T63500;;;54.0;;99.0;;;TH1;HY1;;BM1;
35XO6;1;BOTANY TRIUMPH (PANAMA);MSNG;10;MSNG;MSNG;AU;1997-01-01;2003-07-01;AU-35XO6-B35365;;;20.0;;;;11.0;TH1;HY1;ST1;BM1;
3BFS;1;LADY SUSHIL II;MSNG;70;8;MSNG;GB;1995-01-01;2000-12-01;GB-3BFS-L32240;;;;;;;;TH1;HY1;;BM1;
3BGJ;3;CITY OF PORT LOUIS;MSNG;10;MSNG;MSNG;ZA;1999-06-01;2004-12-01;ZA-3BGJ-C31634;;;16.0;;28.0;;;TH1;HY1;ST1;BM1;
3BGZ;2;HOI SIONG NO.1;MSNG;10;28;MSNG;GB;1999-06-01;2002-09-01;GB-3BGZ-H25250;;;;;;;;TH1;HY1;ST1;BM1;
3BIH;1;FAKI III;MSNG;10;28;MSNG;GB;1995-01-01;2002-01-01;GB-3BIH-F20000;;;;;;;;TH1;HY1;ST1;BM1;
3BIX;2;CAST BEAR;MSNG;10;4;MSNG;GB;1999-06-01;2004-12-01;GB-3BIX-C23160;;;24.0;;;;;TH1;HY1;;BM1;
3BIY;2;CAST LYNX;MSNG;10;4;MSNG;GB;1999-06-01;2004-12-01;GB-3BIY-C23452;;;23.0;;;;;TH1;HY1;;BM1;
3DRV;2;TUI CAKAU III;MSNG;10;9;MSNG;NZ;1995-01-01;2002-01-01;NZ-3DRV-T22000;;;18.0;;;;;TH1;HY1;ST1;BM1;
3EAB6;1;ISABELLA;MSNG;70;MSNG;MSNG;US;1993-01-01;2000-01-01;US-3EAB6-I21400;;;;;;;;;;;;
3EAJ2;1;KIUKIANG CAREER;MSNG;10;1;MSNG;GB;1995-01-01;2002-01-01;GB-3EAJ2-K25266;;;20.0;;;;;TH1;HY1;ST1;BM1;
3EAK3;1;CYPRESS POINT;MSNG;40;1;MSNG;JP;1996-01-01;2002-01-01;JP-3EAK3-C16215;;;23.0;32.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3EAL3;2;FAIR BRIDGE (PANAMA);MSNG;10;4;MSNG;HK;1995-01-01;2002-01-01;HK-3EAL3-F61632;;;16.0;;;;5.0;TH1;HY1;ST1;BM1;
3EAM4;1;SOUTHERN CROSS NO.1;MSNG;10;23;MSNG;JP;1996-01-01;2001-03-01;JP-3EAM4-S36526;;;10.0;22.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EAN9;3;NICHIYO;MSNG;10;14;MSNG;JP;1999-06-01;2000-03-01;JP-3EAN9-N20000;;;27.0;;36.0;;15.0;TH1;HY1;ST1;BM1;
3EAQ3;1;OCEAN ATLAS;MSNG;40;1;MSNG;JP;1996-01-01;2002-01-01;JP-3EAQ3-O25342;;;16.0;25.0;;;;TH1;HY1;ST1;BM1;AN1
3EAS9;2;RYU YOH;MSNG;40;1;MSNG;JP;1999-06-01;2001-03-01;JP-3EAS9-R00000;;;23.0;;24.0;;;TH1;;ST1;BM1;
3EAW9;6;KAIMON;MSNG;10;14;MSNG;JP;1999-06-01;2001-03-01;JP-3EAW9-K55000;;;26.0;;25.0;;18.0;TH1;HY1;ST1;BM1;
3EAY6;1;HYUNDAI NO. 206;MSNG;70;MSNG;MSNG;US;1994-01-01;2000-01-01;US-3EAY6-H53500;;;;;;;;;;;;
3EBB4;3;BELLFLOWER (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EBB4-B41461;;;24.0;;34.0;;;TH1;;;BM1;
3EBE6;2;GLORY HOPE;MSNG;40;1;MSNG;JP;1997-01-01;2003-07-01;JP-3EBE6-G46100;;;19.0;33.0;;;12.0;TH1;HY1;ST1;BM1;AN1
3EBE9;2;MISHIMA;MSNG;10;1;MSNG;JP;1997-01-01;2003-07-01;JP-3EBE9-M25000;;;18.0;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EBK9;1;GOLDEN BELL;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EBK9-G43514;;;;;;;;;;;;
3EBO8;6;DIAMOND DREAM;MSNG;40;14;MSNG;JP;1999-06-01;2000-03-01;JP-3EBO8-D55365;;;26.0;;40.0;;16.0;TH1;HY1;ST1;BM1;
3EBQ8;1;DIAMOND DREAM;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3EBQ8-D55365;;;25.0;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EBR4;3;GREEN CEDAR (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EBR4-G65236;;;21.0;;31.0;;;TH1;;;BM1;
3EBR6;6;ANDES HIGHWAY;MSNG;10;23;MSNG;JP;1999-06-01;2000-03-01;JP-3EBR6-A53220;;;22.0;;28.0;;5.0;TH1;HY1;ST1;BM1;
3EBR8;2;SANTA AMELIA;MSNG;40;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EBR8-S53540;;;19.0;20.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EBS5;1;INDAH FUJI;MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EBS5-I53120;;;;;;;;;;;;
3EBU;3;EASTERN ORION;MSNG;10;MSNG;MSNG;PH;1999-06-01;2004-12-01;PH-3EBU-E23656;;;15.0;;25.0;;;TH1;;ST1;BM1;
3EBW4;3;VIRGINIA;MSNG;70;MSNG;MSNG;US;1999-06-01;2004-12-01;US-3EBW4-V62500;;;18.0;;25.0;;;TH1;HY1;ST1;BM1;
3EBX6;3;CHUETSU MARU;MSNG;10;1;MSNG;JP;1999-06-01;2001-03-01;JP-3EBX6-C32560;;;23.0;;32.0;;6.0;TH1;HY1;ST1;BM1;
3EBZ6;1;DIRK JACOB (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3EBZ6-D62215;;;18.0;;;;;TH1;HY1;ST1;BM1;
3ECA6;1;ERIKA JACOB (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3ECA6-E62221;;;18.0;;;;;TH1;HY1;ST1;BM1;
3ECC9;2;TOHDOH;MSNG;10;14;MSNG;JP;1999-06-01;2000-03-01;JP-3ECC9-T30000;;;27.0;;37.0;;12.0;TH1;HY1;ST1;BM1;
3ECE7;3;RHEIN BRIDGE;MSNG;10;4;MSNG;JP;1999-06-01;2000-03-01;JP-3ECE7-R51632;;;30.0;;38.0;;12.0;TH1;HY1;ST1;BM1;
3ECI8;2;SOLITAIRE;MSNG;10;18;MSNG;GB;1999-06-01;2002-09-01;GB-3ECI8-S43600;;;48.0;;;;;TH1;HY1;;BM1;
3ECJ;3;SILVER JOY;MSNG;10;MSNG;MSNG;PH;1999-06-01;2004-12-01;PH-3ECJ-S41620;;;18.0;;24.0;;;TH1;HY1;ST1;BM1;
3ECJ7;1;SUNSHINE LA PLATA (PANAMA);MSNG;10;MSNG;MSNG;AU;1996-01-01;2002-01-01;AU-3ECJ7-S52541;;;28.0;10.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3ECL2;3;KEN CONFIDENCE (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3ECL2-K52513;;;21.0;;31.0;;;TH1;;;BM1;
3ECM7;6;SHIRAOI MARU;MSNG;10;1;MSNG;JP;1998-07-01;2000-03-01;JP-3ECM7-S65600;;;21.0;31.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3ECN7;3;GROWTH RING;MSNG;70;MSNG;MSNG;US;1999-06-01;2004-12-01;US-3ECN7-G63652;;;25.0;;35.0;;;TH1;HY1;ST1;BM1;
3ECO9;1;PRINCE OF OCEAN;MSNG;70;MSNG;MSNG;US;1992-01-01;2005-06-01;US-3ECO9-P65212;;;;;;;;;;;;
3ECQ6;2;ARIAKE;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3ECQ6-A62000;;;22.0;42.0;;;18.0;TH1;HY1;ST1;BM1;AN1
3ECQ9;1;OCEAN ORCHID;MSNG;40;1;MSNG;JP;1999-06-01;2004-12-01;JP-3ECQ9-O25623;;;17.0;;32.0;;6.0;TH1;HY1;ST1;BM1;
3ECT5;2;SHEARWATER;MSNG;40;1;MSNG;JP;1997-01-01;2003-07-01;JP-3ECT5-S63600;;;23.0;37.0;;;;TH1;HY1;ST1;BM1;AN1
3ECU5;2;KIN YOH;MSNG;10;1;MSNG;JP;1999-06-01;2004-12-01;JP-3ECU5-K50000;;;23.0;;36.0;;5.0;TH1;;ST1;BM1;
3ECY9;1;HONAM SAPPHIRE;MSNG;40;MSNG;MSNG;KR;1995-01-01;2002-01-01;KR-3ECY9-H55216;;;25.0;35.0;;;;TH1;;ST1;BM1;AN1
3EDB9;5;TOKIWA;MSNG;10;14;MSNG;JP;1999-06-01;2001-03-01;JP-3EDB9-T20000;;;32.0;;40.0;;14.0;TH1;;ST1;BM1;
3EDC8;3;SUNNY HOPE;MSNG;10;10;MSNG;JP;1999-06-01;2000-03-01;JP-3EDC8-S51000;;;23.0;;34.0;;7.0;TH1;HY1;ST1;BM1;
3EDD8;1;ALLIGATOR JOY;MSNG;40;MSNG;MSNG;JP;1994-01-01;2000-01-01;JP-3EDD8-A42362;;21.0;;27.0;;;;TH1;HY1;ST1;BM1;AN1
3EDF5;3;TRADE LINK (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EDF5-T63452;;;20.0;;;;;TH1;;;BM1;
3EDF9;4;TOKYO HIGHWAY;MSNG;10;23;MSNG;JP;1999-06-01;2000-03-01;JP-3EDF9-T22000;;;26.0;;35.0;;9.0;TH1;HY1;ST1;BM1;
3EDJ7;5;KOHZAN  MARU?;MSNG;40;14;MSNG;JP;1999-06-01;2000-03-01;JP-3EDJ7-K25600;;;16.0;;30.0;;4.0;TH1;HY1;ST1;BM1;
3EDO3;1;SANKO RELIANCE;MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EDO3-S52645;;;;;;;;;;;;
3EDO4;2;GOLDEN RAY;MSNG;10;18;MSNG;GB;1995-01-01;2002-01-01;GB-3EDO4-G43560;;;20.0;;;;;TH1;HY1;ST1;BM1;
3EDT9;5;JOHN SHAW;MSNG;10;18;MSNG;GB;1999-06-01;2001-12-01;GB-3EDT9-J52000;;;15.0;;80.0;;;TH1;HY1;;BM1;
3EDW7;2;PEARL QUEEN;MSNG;40;1;MSNG;JP;1998-07-01;2003-12-01;JP-3EDW7-P64250;;;23.0;35.0;;;10.0;TH1;HY1;ST1;BM1;AN1
3EEB4;1;BIMINI;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EEB4-B55000;;;;;;;;;;;;
3EEE5;4;KAKUHO;MSNG;10;14;MSNG;JP;1999-06-01;2004-12-01;JP-3EEE5-K20000;;;29.0;;43.0;;16.0;TH1;HY1;ST1;BM1;
3EEG8;2;KATSURAGI;MSNG;10;4;MSNG;JP;1998-07-01;2002-03-01;JP-3EEG8-K32620;;;26.0;36.0;;;10.0;TH1;HY1;ST1;BM1;AN1
3EEJ9;2;OLIB;MSNG;70;14;MSNG;HR;1999-06-01;2004-12-01;HR-3EEJ9-O41000;;;14.0;;14.0;;5.0;TH1;;ST1;BM1;
3EEO4;3;PACIFIC BANNER (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EEO4-P21215;;;21.0;;26.0;;;TH1;;;BM1;
3EER8;3;FORESTAL ESPERANZA;MSNG;10;1;MSNG;JP;1998-07-01;2001-03-01;JP-3EER8-F62342;;;26.0;41.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EET4;2;EIFFEL;MSNG;10;4;MSNG;FR;1995-01-01;2002-01-01;FR-3EET4-E14000;;;10.0;12.0;;;14.0;TH1;HY1;ST1;BM1;AN1
3EET9;3;PACIFIC VENTURE;MSNG;10;14;MSNG;GB;1999-06-01;2001-12-01;GB-3EET9-P21215;;;23.0;;;;;TH1;HY1;ST1;BM1;
3EEY3;3;MARBLE HIGHWAY;MSNG;70;23;MSNG;JP;1999-06-01;2002-03-01;JP-3EEY3-M61420;;;26.0;;37.0;;4.0;TH1;;ST1;BM1;
3EEZ7;5;MONTE ROSA;MSNG;10;4;MSNG;JP;1999-06-01;2000-03-01;JP-3EEZ7-M53620;;;27.0;;;;7.0;TH1;HY1;ST1;BM1;
3EFA5;2;SANTA ESMERALDA;MSNG;10;1;MSNG;JP;1995-01-01;2001-01-01;JP-3EFA5-S53256;;;15.0;27.0;;;5.0;TH1;HY1;ST1;BM1;AN1
3EFH4;2;YOUNG SATO;MSNG;70;MSNG;MSNG;US;1995-01-01;2002-01-01;US-3EFH4-Y52300;;;16.0;26.0;;;;TH1;HY1;ST1;BM1;AN1
3EFH7;1;PIONEER LEADER;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EFH7-P56436;;;23.0;33.0;;;22.0;TH1;HY1;ST1;BM1;AN1
3EFI6;1;PACIFIC MERCURY;MSNG;10;14;MSNG;JP;1995-01-01;2001-01-01;JP-3EFI6-P21256;;;23.0;34.0;;;13.0;TH1;HY1;ST1;BM1;AN1
3EFK7;1;TAGA;MSNG;10;MSNG;MSNG;JP;1994-01-01;2000-01-01;JP-3EFK7-T20000;;10.0;;30.0;;;;TH1;HY1;ST1;BM1;AN1
3EFM2;5;FORTUNE CLIPPER (PANAMA);MSNG;70;9;MSNG;MY;1999-06-01;2001-12-01;MY-3EFM2-F63524;;;11.0;;24.0;;;TH1;;;BM1;
3EFM3;4;EVER GRAND;MSNG;70;MSNG;MSNG;US;1999-06-01;2004-12-01;US-3EFM3-E16265;;;33.0;;43.0;;;TH1;HY1;ST1;BM1;
3EFM7;3;YU YOH;MSNG;10;1;MSNG;JP;1998-07-01;2001-03-01;JP-3EFM7-Y00000;;;23.0;22.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EFN9;4;REEFER QUEEN;MSNG;10;9;MSNG;JP;1997-01-01;2003-07-01;JP-3EFN9-R16250;;;12.0;25.0;;;0.0;TH1;HY1;ST1;BM1;AN1
3EFO8;3;SHIN HOH;MSNG;10;MSNG;MSNG;JP;1994-01-01;2000-01-01;JP-3EFO8-S50000;;18.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EFQ8;4;SHIN-HOH;MSNG;10;1;MSNG;JP;1999-06-01;2004-12-01;JP-3EFQ8-S50000;;;22.0;;39.0;;15.0;TH1;HY1;ST1;BM1;
3EFR9;2;JOYFUL SPIRIT;MSNG;10;1;MSNG;JP;1998-07-01;2004-06-01;JP-3EFR9-J14216;;;24.0;37.0;;;17.0;TH1;HY1;ST1;BM1;AN1
3EFV8;5;THAMES;MSNG;10;4;MSNG;JP;1999-06-01;2004-12-01;JP-3EFV8-T52000;;;27.0;;39.0;;12.0;TH1;HY1;ST1;BM1;
3EFW8;1;MAR DEL SUR;MSNG;10;MSNG;MSNG;GB;1993-01-01;2000-01-01;GB-3EFW8-M63426;;20.0;;;;;;TH1;HY1;ST1;BM1;
3EFX5;1;CAPE CHARLES;MSNG;40;MSNG;MSNG;JP;1987-01-01;2006-03-01;JP-3EFX5-C12642;;28.0;;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EFX9;1;WELSH VENTURE;MSNG;10;14;MSNG;GB;1995-01-01;2002-01-01;GB-3EFX9-W42153;;;26.0;;;;;TH1;HY1;ST1;BM1;
3EFY6;2;JOANA BONITA (PANAMA);MSNG;10;MSNG;MSNG;AU;1995-01-01;2001-01-01;AU-3EFY6-J51531;;;23.0;38.0;;;;TH1;HY1;ST1;BM1;AN1
3EFY7;3;TOLUCA;MSNG;10;MSNG;MSNG;US;1995-01-01;2002-01-01;US-3EFY7-T42000;;;28.0;36.0;;;;TH1;;ST1;BM1;AN1
3EGE4;5;OCEAN OLYMPIC;MSNG;40;1;MSNG;KR;1999-06-01;2001-12-01;KR-3EGE4-O25451;;;20.0;;26.0;;;TH1;HY1;ST1;BM1;
3EGE7;2;LEVANTE;MSNG;40;9;MSNG;JP;1998-07-01;2004-06-01;JP-3EGE7-L15300;;;12.0;12.0;;;10.0;TH1;HY1;ST1;BM1;AN1
3EGI9;3;FIRST SUN;MSNG;10;1;MSNG;JP;1998-07-01;2004-06-01;JP-3EGI9-F62325;;;20.0;32.0;;;15.0;TH1;HY1;ST1;BM1;AN1
3EGN6;3;SONAT RATHER;MSNG;10;MSNG;MSNG;GB;1993-01-01;2000-01-01;GB-3EGN6-S53636;;24.0;;91.0;;;;TH1;HY1;;BM1;AN1
3EGR5;1;GLORY FIELD;MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EGR5-G46143;;;;;;;;;;;;
3EGR6;3;RECIFE;MSNG;10;MSNG;MSNG;ZA;1999-06-01;2004-12-01;ZA-3EGR6-R21000;;;16.0;;35.0;;;TH1;HY1;;BM1;
3EGS6;4;PHOENIX DIAMOND;MSNG;10;23;MSNG;JP;1997-01-01;2004-06-01;JP-3EGS6-P52355;;;30.0;38.0;;;7.0;TH1;HY1;ST1;BM1;AN1
3EGV8;1;BRIGHT SPROUT;MSNG;10;14;MSNG;JP;1996-01-01;2002-01-01;JP-3EGV8-B62321;;;23.0;34.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3EGZ8;1;REGNO MARINUS;MSNG;10;1;MSNG;JP;1995-01-01;2001-01-01;JP-3EGZ8-R25565;;;24.0;24.0;;;11.0;TH1;HY1;ST1;BM1;AN1
3EHB8;5;GOHSHU;MSNG;10;10;MSNG;JP;1999-06-01;2000-03-01;JP-3EHB8-G20000;;;22.0;;32.0;;11.0;TH1;HY1;ST1;BM1;
3EHC;4;PANTHER (PANAMA);MSNG;10;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EHC-P53615;;;21.0;;30.0;;;TH1;HY1;ST1;BM1;
3EHE3;1;MARITIME FIDELITY;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EHE3-M63513;;;;;;;;;;;;
3EHE6;3;INFANTA;MSNG;10;MSNG;MSNG;ZA;1999-06-01;2004-12-01;ZA-3EHE6-I51530;;;16.0;;35.0;;;TH1;HY1;;BM1;
3EHF5;3;MARIA BONITA (PANAMA);MSNG;10;MSNG;MSNG;AU;1995-01-01;2001-01-01;AU-3EHF5-M61531;;;20.0;35.0;;;;TH1;HY1;ST1;BM1;AN1
3EHJ7;1;VISAYAN GLORY;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EHJ7-V25246;;;;;;;;;;;;
3EHJ8;5;KOHZAN MARU;MSNG;10;14;MSNG;JP;1999-06-01;2001-03-01;JP-3EHJ8-K25600;;;21.0;;33.0;;9.0;TH1;HY1;ST1;BM1;
3EHN2;2;FRANCESCO;MSNG;70;MSNG;MSNG;US;1999-06-01;2004-12-01;US-3EHN2-F65220;;;24.0;;37.0;;;TH1;HY1;ST1;BM1;
3EHQ8;4;PRINCESS ARROW;MSNG;10;23;MSNG;JP;1999-06-01;2000-03-01;JP-3EHQ8-P65226;;;26.0;;35.0;;4.0;TH1;HY1;ST1;BM1;
3EHT4;2;FOREST RIVER;MSNG;10;1;MSNG;JP;1997-01-01;2003-07-01;JP-3EHT4-F62361;;;23.0;35.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EHT6;2;KARINA BONITA (PANAMA);MSNG;10;MSNG;MSNG;AU;1995-01-01;2002-01-01;AU-3EHT6-K65153;;;22.0;38.0;;;;TH1;HY1;ST1;BM1;AN1
3EIG4;1;ALTAMONTE;MSNG;70;MSNG;MSNG;US;1999-09-01;2005-03-01;US-3EIG4-A43553;;;;;;;;;;;;
3EIK4;1;OCEAN EXPRESS;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EIK4-O25216;;;29.0;36.0;;;2.0;TH1;HY1;ST1;BM1;AN1
3EIK8;1;ATLANTIC STAR;MSNG;70;MSNG;MSNG;US;1994-01-01;2000-01-01;US-3EIK8-A34532;;;;;;;;TH1;;;BM1;
3EIM3;1;UNITED PEACE;MSNG;10;MSNG;MSNG;NZ;1994-01-01;2000-01-01;NZ-3EIM3-U53312;;23.0;;;;;;TH1;HY1;ST1;BM1;
3EIN2;1;TAGAMA (PANAMA);MSNG;10;MSNG;MSNG;DE;1995-01-01;2002-01-01;DE-3EIN2-T25155;;;18.0;;;;;TH1;HY1;ST1;BM1;
3EIN9;2;SNOW LAND;MSNG;10;9;MSNG;GB;1999-06-01;2000-12-01;GB-3EIN9-S54530;;;20.0;;;;;TH1;HY1;ST1;BM1;
3EIO3;1;BIRTE OLDENDORFF (PANAMA);MSNG;10;MSNG;MSNG;GF;1993-01-01;2000-01-01;GF-3EIO3-B63435;;27.0;;37.0;;;;TH1;HY1;ST1;BM1;AN1
3EIP2;4;UNITED APPROACH (PANAMA);MSNG;10;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EIP2-U53316;;;26.0;;30.0;;;TH1;HY1;ST1;BM1;
3EIP3;1;ARABIAN SEA (PANAMA);MSNG;10;MSNG;MSNG;GF;1993-01-01;2000-01-01;GF-3EIP3-A61521;;27.0;;;;;;TH1;HY1;ST1;BM1;
3EIP9;1;HELIOS BREEZE;MSNG;10;14;MSNG;JP;1996-01-01;2002-03-01;JP-3EIP9-H42162;;;29.0;48.0;;;15.0;TH1;HY1;ST1;BM1;AN1
3EIQ7;3;NEPTUNE DIAMOND;MSNG;10;9;MSNG;JP;1995-01-01;2001-01-01;JP-3EIQ7-N13535;;;20.0;31.0;;;6.0;TH1;HY1;ST1;BM1;AN1
3EIS3;1;WHITE ROSE;MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EIS3-W36200;;;;;;;;;;;;
3EIS7;5;TAKACHIHO;MSNG;10;14;MSNG;JP;1999-06-01;2002-03-01;JP-3EIS7-T22000;;;23.0;;47.0;;19.0;TH1;HY1;ST1;BM1;
3EIV8;2;ALLIGATOR EXCELLENCE;MSNG;40;4;MSNG;JP;1995-01-01;2001-01-01;JP-3EIV8-A42362;;;22.0;32.0;;;8.0;TH1;HY1;ST1;BM1;AN1
3EIX4;3;SUN MASTER (PANAMA);MSNG;70;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EIX4-S52361;;;22.0;;32.0;;;TH1;;;BM1;
3EIX8;3;COPPER YALE (PANAMA);MSNG;10;MSNG;MSNG;CA;1999-06-01;2004-12-01;CA-3EIX8-C16415;;;18.0;;30.0;;;TH1;HY1;ST1;BM1;
3EIY6;1;SEAWIND CROWN;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EIY6-S53265;;;28.0;;;;;;;;BM1;
3EJB3;1;ENDEAVOR 2;MSNG;70;MSNG;MSNG;US;1994-01-01;2000-01-01;US-3EJB3-E53160;;;;;;;;;;;;
3EJB6;1;GALAXY HARVEST;MSNG;70;18;MSNG;JP;1996-01-01;2002-01-01;JP-3EJB6-G42612;;;17.0;18.0;;;16.0;TH1;HY1;ST1;BM1;AN1
3EJB9;6;CENTURY HIGHWAY NO.2;MSNG;10;23;MSNG;JP;1999-06-01;2000-03-01;JP-3EJB9-C53625;;;25.0;;35.0;;5.0;TH1;HY1;ST1;BM1;
3EJF5;3;ACX DAISY;MSNG;10;4;MSNG;JP;1998-07-01;2004-06-01;JP-3EJF5-A23200;;;21.0;21.0;;;11.0;;;ST1;BM1;AN1
3EJG6;1;MARINE UNIVERSAL II;MSNG;70;MSNG;MSNG;US;1999-03-01;2004-09-01;US-3EJG6-M65516;;;;;;;;;;;;
3EJH7;3;HERON;MSNG;10;MSNG;MSNG;IL;1999-06-01;2004-12-01;IL-3EJH7-H65000;;;20.0;;25.0;;;TH1;HY1;ST1;BM1;
3EJM6;3;STELLAR VENUS;MSNG;40;1;MSNG;JP;1999-06-01;2004-12-01;JP-3EJM6-S34615;;;19.0;;19.0;;5.0;TH1;HY1;ST1;BM1;
3EJO4;1;MORNING PRINCE;MSNG;10;23;MSNG;JP;1996-01-01;2002-01-01;JP-3EJO4-M65521;;;25.0;;;;;TH1;HY1;ST1;BM1;
3EJO6;5;HUME HIGHWAY;MSNG;10;9;MSNG;JP;1998-07-01;2000-03-01;JP-3EJO6-H52000;;;25.0;36.0;;;3.0;TH1;HY1;ST1;BM1;AN1
