call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
3EAR2;5;IBI;MSNG;40;9;5;JP;2010-09-01;2015-12-01;JP-3EAR2-I10000;;;21.0;;21.0;;9.6;;;ST1;BM1;
3EAS6;6;PORT STAR;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EAS6-P63236;;;31.0;;31.0;;10.0;TH1;HY1;ST1;BM1;
3EAS9;10;RYU YOH;MSNG;10;1;5;JP;2007-09-01;2012-12-01;JP-3EAS9-R00000;;;24.9;;31.7;;24.8;TH1;HY1;ST1;BM1;
3EAT6;2;VICTOIRE (PANAMA);MSNG;10;10;4;NZ;2007-03-01;2012-06-01;NZ-3EAT6-V23615;14.4;;14.4;;21.0;14.4;6.0;TH1;HY1;ST1;BM1;AN1
3EAU3;3;VENICE BRIDGE;MSNG;70;4;MSNG;US;2008-09-01;2013-12-01;US-3EAU3-V52163;;;;;;;;;;;BM1;
3EAV4;8;SHIN NICHIHO;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EAV4-S52000;;;11.2;;39.2;;15.9;TH1;HY1;ST1;BM1;
3EAV5;1;HIGH GLOW;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3EAV5-H22400;;;21.0;;32.9;;5.0;TH1;HY1;ST1;BM1;
3EAW6;7;EMINENT ACE;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EAW6-E55532;;;28.7;;32.2;;28.7;TH1;HY1;ST1;BM1;
3EAX2;5;MARITIME NEWANDA;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EAX2-M63555;;;17.0;;31.0;;9.6;TH1;HY1;ST1;BM1;
3EBC;9;LYRA LEADER;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3EBC-L64360;;;28.6;;34.2;;1.2;TH1;HY1;ST1;BM1;
3EBE9;6;LEDA;MSNG;10;1;5;JP;2007-09-01;2012-12-01;JP-3EBE9-L30000;;;21.0;;33.0;;8.0;TH1;HY1;ST1;BM1;
3EBG4;3;ACE GATE;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EBG4-A22300;;;20.6;;20.8;;10.4;TH1;HY1;ST1;BM1;
3EBH9;1;ALTAIR TRADER;MSNG;40;14;5;JP;2010-09-01;2015-12-01;JP-3EBH9-A43636;;;28.0;;28.0;;20.3;TH1;;ST1;BM1;
3EBL5;5;CARNIVAL FREEDOM;11;10;MSNG;4;US;2010-09-01;2015-12-01;US-3EBL5-C65141;;;30.0;;34.0;30.0;;TH1;;;BM1;
3EBM3;3;CAPE ACACIA;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EBM3-C12200;;;32.0;;45.0;;16.0;TH1;HY1;ST1;BM1;
3EBO9;3;MSC LORENA;MSNG;70;4;MSNG;US;2008-09-01;2013-12-01;US-3EBO9-M24650;;;;;;;;;;;BM1;
3EBP8;5;FESTA;MSNG;40;MSNG;4;US;2010-09-01;2015-12-01;US-3EBP8-F23000;;;;;32.0;;9.0;TH1;HY1;ST1;BM1;
3EBR3;4;CHALLENGE PROSPECT;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3EBR3-C45216;;;19.7;;31.4;;8.5;TH1;HY1;ST1;BM1;
3EBR5;3;FAIRCHEM STEED;MSNG;10;14;4;US;2010-09-01;2015-12-01;US-3EBR5-F62523;;;;;29.0;;;TH1;;;BM1;
3EBR6;11;ANDES HIGHWAY;MSNG;10;23;5;JP;2006-06-01;2011-12-01;JP-3EBR6-A53220;;;21.6;;31.8;;5.8;TH1;HY1;ST1;BM1;
3EBS3;6;JP MAGENTA;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EBS3-J15253;;;;;;;;TH1;HY1;ST1;BM1;
3EBU4;5;KATSURAGISAN;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3EBU4-K32622;;;29.1;;42.5;;17.0;TH1;HY1;ST1;BM1;
3EBX6;7;CHUETSU MARU;MSNG;40;1;5;JP;2005-12-01;2011-03-01;JP-3EBX6-C32560;;;22.6;;32.3;;10.8;TH1;HY1;ST1;BM1;
3ECB7;4;TOWADA;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3ECB7-T30000;;;29.0;;40.0;;18.0;TH1;HY1;ST1;BM1;
3ECC9;10;TOHDOH;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3ECC9-T30000;;;24.2;;53.0;;5.0;TH1;HY1;ST1;BM1;
3ECE2;1;SHANGHAI HIGHWAY;MSNG;70;23;MSNG;US;2006-06-01;2011-12-01;US-3ECE2-S52200;;;;;;;;;;ST1;BM1;
3ECE4;5;PARNA BERLIAN;11;10;14;4;US;2010-09-01;2015-12-01;US-3ECE4-P65164;;;;;30.0;;;TH1;;;BM1;
3ECE7;10;RHEIN BRIDGE;MSNG;10;4;5;JP;2008-09-01;2013-12-01;JP-3ECE7-R51632;;;30.0;;32.0;;7.0;TH1;HY1;ST1;BM1;
3ECF4;1;CAPE MAPLE;MSNG;40;1;5;JP;2010-09-01;2015-12-01;JP-3ECF4-C15140;;;22.4;;37.4;;18.1;TH1;HY1;ST1;BM1;
3ECG9;8;VICTORIA BRIDGE;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3ECG9-V23616;;;32.0;;39.0;;6.0;TH1;HY1;ST1;BM1;
3ECI3;1;MAEA (PANAMA);MSNG;10;10;4;NZ;2006-12-01;2012-06-01;NZ-3ECI3-M15500;14.4;;14.4;;21.0;14.4;6.0;TH1;HY1;ST1;BM1;AN1
3ECJ7;2;MOL PARADISE;MSNG;10;4;4;US;2010-09-01;2015-12-01;US-3ECJ7-M41632;;;;;34.0;;;TH1;;;BM1;
3ECJ9;1;SANKO BLOSSOM;MSNG;40;14;5;JP;2010-09-01;2015-12-01;JP-3ECJ9-S52142;;;18.1;;29.5;;13.4;TH1;;ST1;BM1;
3ECM6;3;MSC EDITH (PANAMA);MSNG;10;4;4;AU;2007-03-01;2012-06-01;AU-3ECM6-M23315;30.0;;30.0;;;30.0;10.3;TH1;HY1;ST1;BM1;
3ECM7;2;SHIRAOI MARU;MSNG;70;MSNG;MSNG;US;2005-06-01;2010-12-01;US-3ECM7-S65600;;;;;;;;;;ST1;BM1;
3ECO9;7;PRINCE OF OCEAN;MSNG;40;MSNG;4;US;2010-09-01;2015-12-01;US-3ECO9-P65212;;;;;37.0;;;TH1;HY1;ST1;BM1;
3ECP2;9;JIN-EI;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3ECP2-J50000;;;26.0;;41.0;;18.0;TH1;HY1;ST1;BM1;
3ECR4;1;YUGAWASAN;MSNG;40;14;5;JP;2010-09-01;2015-12-01;JP-3ECR4-Y22500;;;49.5;;62.9;;20.0;TH1;HY1;ST1;BM1;
3ECX3;7;EQUULEUS LEADER;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3ECX3-E24243;;;30.2;;30.6;;8.2;TH1;HY1;ST1;BM1;
3ECX4;6;FELICITY ACE;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3ECX4-F42320;;;;;;;;TH1;HY1;ST1;BM1;
3ECY3;6;KIHO;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3ECY3-K00000;;;28.3;;40.8;;20.5;TH1;HY1;ST1;BM1;
3ECY9;2;EASTERN FORTUNE;MSNG;10;14;4;GB;2007-06-01;2012-12-01;GB-3ECY9-E23651;;;;;;;;TH1;HY1;ST1;BM1;
3ECZ3;1;SANKO BREEZE;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3ECZ3-S52162;;;25.0;;25.0;;14.0;TH1;HY1;ST1;BM1;
3ECZ9;3;HIGH LIGHT;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3ECZ9-H24230;;;;;;;;TH1;HY1;ST1;BM1;
3EDA8;9;CAPE SOPHIA;MSNG;40;1;5;JP;2010-09-01;2015-12-01;JP-3EDA8-C12100;;;24.0;;37.0;;11.0;TH1;HY1;ST1;BM1;
3EDE7;7;TIANJIN HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EDE7-T52520;;;34.3;;28.0;;6.0;TH1;HY1;ST1;BM1;
3EDF2;5;CETUS LEADER;MSNG;70;23;4;US;2010-09-01;2015-12-01;US-3EDF2-C32436;;;;;40.0;;6.0;TH1;HY1;ST1;BM1;
3EDG6;8;EUPHONY ACE;MSNG;40;23;5;JP;2010-09-01;2015-12-01;JP-3EDG6-E15200;;;28.7;;32.2;;28.7;TH1;HY1;ST1;BM1;
3EDI6;1;BERGE ARCTIC;MSNG;10;1;4;GB;2005-12-01;2011-06-01;GB-3EDI6-B62623;23.5;;24.0;;;24.2;6.9;TH1;HY1;ST1;BM1;
3EDJ9;4;YUFUSAN;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3EDJ9-Y12500;;;25.0;;59.0;;;TH1;HY1;ST1;BM1;
3EDP2;8;COLORADO HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EDP2-C46320;;;25.8;;33.0;;2.7;TH1;HY1;ST1;BM1;
3EDQ;3;GRAND COSMO;MSNG;70;23;MSNG;US;2008-09-01;2013-12-01;US-3EDQ-G65322;;;;;;;;;;;BM1;
3EDQ6;7;GUANGZHOU HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EDQ6-G52200;;;30.0;;35.0;;3.4;TH1;HY1;ST1;BM1;
3EDQ9;3;DYNA CRANE;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EDQ9-D52650;;;19.9;;37.0;;10.8;TH1;HY1;ST1;BM1;
3EDR9;9;YAMATO;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EDR9-Y53000;;;30.0;;43.0;;16.0;TH1;HY1;ST1;BM1;
3EDS4;2;NORD VOYAGER;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EDS4-N63126;;;19.7;;19.7;;8.0;TH1;HY1;ST1;BM1;
3EDT;5;MARVELOUS ACE;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3EDT-M61422;;;;;;;;TH1;HY1;ST1;BM1;
3EDT9;9;JOHN SHAW;MSNG;10;18;4;GB;2006-09-01;2011-12-01;GB-3EDT9-J52000;15.0;;15.0;;80.0;15.0;12.4;TH1;HY1;ST1;BM1;AN1
3EDW5;5;OTOWASAN;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3EDW5-O32500;;;;;;;;TH1;HY1;ST1;BM1;
3EDW7;4;PEARL QUEEN;MSNG;10;1;5;JP;2005-12-01;2011-03-01;JP-3EDW7-P64250;;;23.0;;37.9;;6.5;TH1;HY1;ST1;BM1;
3EEB;8;TAKASAKI;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3EEB-T22200;;;28.5;;41.5;;20.5;TH1;HY1;ST1;BM1;
3EEB6;7;NSS GRANDEUR;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EEB6-N26536;;;26.0;;33.0;;26.0;TH1;HY1;ST1;BM1;
3EEE2;2;SERENATA;MSNG;10;1;5;JP;2008-06-01;2013-09-01;JP-3EEE2-S65300;;;21.7;;21.9;;12.7;TH1;HY1;ST1;BM1;
3EEG8;13;KATSURAGI;MSNG;40;4;5;JP;2010-09-01;2015-12-01;JP-3EEG8-K32620;;;26.0;;28.0;;;TH1;HY1;ST1;BM1;
3EEK2;1;YAYOI EXPRESS;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3EEK2-Y21620;;;19.8;;32.0;;12.5;TH1;HY1;ST1;BM1;
3EES;3;GRAND ORION;MSNG;70;23;MSNG;US;2008-09-01;2013-12-01;US-3EES-G65365;;;;;;;;;;;BM1;
3EES2;7;GEORGE WASHINGTON BRIDGE;MSNG;10;4;5;JP;2010-09-01;2015-12-01;JP-3EES2-G62252;;;33.3;;40.0;;12.0;TH1;HY1;ST1;BM1;
3EET3;2;SDL ROKKO;MSNG;10;9;5;JP;2008-09-01;2013-12-01;JP-3EET3-S34620;;;14.0;;22.8;;2.4;TH1;HY1;ST1;BM1;
3EEU8;3;MOL ACCLAIM;MSNG;10;1;5;JP;2007-09-01;2012-12-01;JP-3EEU8-M42450;;;22.4;;22.4;;5.0;TH1;HY1;ST1;BM1;
3EEU9;2;DALIA ROJA;MSNG;40;23;5;JP;2006-12-01;2012-03-01;JP-3EEU9-D46200;;;35.1;;;;;TH1;HY1;;BM1;
3EEV3;1;FEDERAL 1;MSNG;10;14;4;GB;2006-09-01;2011-12-01;GB-3EEV3-F36400;;;;;;;;TH1;HY1;ST1;BM1;
3EEZ7;5;TORM SKAGEN;MSNG;10;1;5;JP;2008-09-01;2013-12-01;JP-3EEZ7-T65225;;;32.9;;32.9;;0.4;TH1;HY1;ST1;BM1;
3EFD9;2;GLEN CANYON BRIDGE;MSNG;10;MSNG;4;US;2010-09-01;2015-12-01;US-3EFD9-G45255;;;;;37.0;;11.0;TH1;HY1;ST1;BM1;
3EFE9;3;EVER GENTLE;MSNG;40;MSNG;MSNG;US;2008-09-01;2013-12-01;US-3EFE9-E16253;;;;;;;;;;;BM1;
3EFH4;7;JP GUNJO;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EFH4-J12520;;;19.0;;26.0;;2.8;TH1;HY1;ST1;BM1;
3EFJ;4;OEL PEACE;MSNG;70;MSNG;4;US;2010-09-01;2015-12-01;US-3EFJ-O41200;;;;;;;;TH1;HY1;ST1;BM1;
3EFV2;3;HIGH GLORY;MSNG;10;14;4;US;2010-09-01;2015-12-01;US-3EFV2-H22460;;;;;30.0;;;TH1;;;BM1;
3EFV8;4;MOL THAMES;MSNG;40;4;MSNG;US;2006-12-01;2012-06-01;US-3EFV8-M43520;;;;;;;;;;ST1;BM1;
3EFX5;2;CAPE CHARLES;MSNG;10;4;5;JP;2006-03-01;2011-09-01;JP-3EFX5-C12642;;;28.0;;31.0;;9.5;TH1;HY1;ST1;BM1;
3EGA2;7;SUIREI MARU;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EGA2-S65600;;;20.0;;26.0;;2.9;TH1;HY1;ST1;BM1;
3EGC2;1;EMSGAS;MSNG;10;9;4;DE;2007-06-01;2012-09-01;DE-3EGC2-E52200;18.0;;24.0;;;18.0;;TH1;HY1;ST1;BM1;
3EGF;1;GAS DREAM;11;10;10;4;NZ;2010-09-01;2015-12-01;NZ-3EGF-G23650;15.0;;15.0;;19.0;15.0;3.0;TH1;HY1;ST1;BM1;AN1
3EGH8;1;MOL PRESTIGE;MSNG;10;4;4;US;2010-09-01;2015-12-01;US-3EGH8-M41623;;;;;;;;;;;;
3EGL5;4;EVER SUPERB;MSNG;10;4;4;US;2010-09-01;2015-12-01;US-3EGL5-E16216;;;;;32.0;;;TH1;;;BM1;
3EGN5;1;ROCKIES HIGHWAY;MSNG;10;9;5;JP;2010-09-01;2015-12-01;JP-3EGN5-R22200;;;;;;;;TH1;HY1;ST1;BM1;
3EGN8;3;BEAGLE 6;MSNG;10;1;4;DE;2007-09-01;2013-03-01;DE-3EGN8-B24000;24.0;;24.0;;;24.0;;TH1;HY1;ST1;BM1;
3EGT5;1;HANSIN SYDNEY;MSNG;MSNG;1;5;KR;2010-09-01;2015-12-01;KR-3EGT5-H52523;21.2;;21.2;;36.0;21.2;;TH1;HY1;;BM1;
3EGV6;5;KUWANA;MSNG;10;9;5;JP;2008-09-01;2013-12-01;JP-3EGV6-K50000;;;;;;;;TH1;;ST1;BM1;
3EGZ7;2;ATLANTIC TIGER;MSNG;40;1;5;JP;2008-09-01;2013-12-01;JP-3EGZ7-A34532;;;23.0;;24.0;;15.4;TH1;;ST1;BM1;
3EHB8;11;GOHSHU;MSNG;40;10;5;JP;2010-09-01;2015-12-01;JP-3EHB8-G20000;;;23.0;;36.2;;7.0;TH1;HY1;ST1;BM1;
3EHD2;1;HANJIN PORT KELANG;11;40;4;0;KR;2010-09-01;2015-12-01;KR-3EHD2-H52516;51.5;;37.2;;43.7;51.5;;TH1;;;BM1;AN1
3EHG8;2;TAHAROA EXPRESS;MSNG;40;1;5;JP;2010-09-01;2015-12-01;JP-3EHG8-T62162;;;29.0;;39.0;;20.0;TH1;HY1;ST1;BM1;
3EHJ8;10;KOHZAN MARU;MSNG;10;14;5;JP;2010-09-01;2015-12-01;JP-3EHJ8-K25600;;;25.0;;35.0;;11.0;TH1;HY1;ST1;BM1;
3EHL3;8;PRINCE NO.1;MSNG;40;23;5;JP;2008-09-01;2013-12-01;JP-3EHL3-P65250;;;29.0;;38.0;;;TH1;HY1;ST1;BM1;
3EHL5;4;CAPE VANGUARD;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EHL5-C11526;;;30.0;;43.0;;16.0;TH1;HY1;ST1;BM1;
3EHO3;4;FORWARD FLAIR;MSNG;10;14;5;JP;2008-09-01;2013-12-01;JP-3EHO3-F66314;;;;;;;;;;ST1;BM1;
3EHO5;5;KUMANO;MSNG;40;18;5;JP;2010-09-01;2015-12-01;JP-3EHO5-K55000;;;21.0;;34.5;;8.5;TH1;HY1;ST1;BM1;
3EHP4;3;EASTERN HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EHP4-E23652;;;27.2;;34.2;;0.2;TH1;HY1;ST1;BM1;
3EHT6;5;EVER STEADY;MSNG;10;4;4;US;2010-09-01;2015-12-01;US-3EHT6-E16233;;;;;32.0;;;TH1;;;BM1;
3EHZ5;1;HUMBER BRIDGE;MSNG;40;4;5;JP;2010-09-01;2015-12-01;JP-3EHZ5-H51616;;;33.0;;46.0;;9.0;TH1;HY1;ST1;BM1;
3EIB2;2;CEPHEUS LEADER;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3EIB2-C12436;;;30.0;;34.0;;6.9;TH1;HY1;ST1;BM1;
3EIC6;3;FAVORITE ACE;MSNG;70;23;MSNG;US;2008-09-01;2013-12-01;US-3EIC6-F16320;;;;;;;;;;;BM1;
3EIC8;1;HANNOVER BRIDGE;MSNG;10;4;5;JP;2010-09-01;2015-12-01;JP-3EIC8-H51616;;;38.0;;46.4;;11.8;TH1;HY1;ST1;BM1;
3EIF6;5;DORADO LEADER;MSNG;10;23;5;JP;2008-09-01;2013-12-01;JP-3EIF6-D63436;;;30.0;;42.3;;8.3;TH1;HY1;ST1;BM1;
3EIF9;3;LONDON HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EIF9-L53520;;;28.2;;32.2;;4.5;TH1;HY1;ST1;BM1;
3EIH5;2;SUNNY GLORY;MSNG;40;1;5;JP;2008-09-01;2013-12-01;JP-3EIH5-S52460;;;34.0;;44.0;;10.0;TH1;HY1;ST1;BM1;
3EIJ5;3;NYK VEGA;MSNG;10;4;5;JP;2010-09-01;2015-12-01;JP-3EIJ5-N21200;;;35.7;;58.3;;14.0;TH1;HY1;ST1;BM1;
3EIJ8;3;RISING SUN;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EIJ8-R25250;;;18.0;;30.2;;6.8;TH1;HY1;ST1;BM1;
3EIJ9;1;YAMATOGAWA;MSNG;40;14;5;JP;2010-09-01;2015-12-01;JP-3EIJ9-Y53200;;;30.5;;43.7;;20.1;TH1;HY1;ST1;BM1;
3EIM5;1;MAERSK MARATHON;MSNG;10;MSNG;MSNG;US;2006-12-01;2012-03-01;US-3EIM5-M62563;;;;;;;;;;ST1;BM1;
3EIM6;4;MAERSK MESSOLOGI;MSNG;70;MSNG;4;US;2010-09-01;2015-12-01;US-3EIM6-M62524;;;;;36.0;;;TH1;HY1;ST1;BM1;
3EIM7;4;MAERSK MYTILINI;11;40;4;4;US;2010-09-01;2015-12-01;US-3EIM7-M62534;;;;;40.0;34.0;;TH1;HY1;ST1;BM1;
3EIO4;3;SIERRA NEVADA HIGHWAY;MSNG;10;23;5;JP;2010-09-01;2015-12-01;JP-3EIO4-S65132;;;22.2;;22.2;;3.1;TH1;HY1;ST1;BM1;
3EIS9;2;FOREST ARROW;MSNG;10;9;5;JP;2008-09-01;2013-12-01;JP-3EIS9-F62360;;;14.2;;23.0;;5.4;;HY1;ST1;BM1;
3EIZ7;1;OOCL SEATTLE;MSNG;10;MSNG;MSNG;US;2008-09-01;2013-12-01;US-3EIZ7-O24234;;;;;;;;;;;BM1;
3EJB9;2;CENTURY HIGHWAY NO. 2;MSNG;70;23;MSNG;US;2005-06-01;2010-12-01;US-3EJB9-C53625;;;;;;;;;;;;
3EJE9;3;TENKI;MSNG;40;14;5;JP;2010-09-01;2015-12-01;JP-3EJE9-T52000;;;28.3;;44.2;;17.0;TH1;HY1;ST1;BM1;
3EJG3;4;EVER STRONG;MSNG;10;4;4;US;2010-09-01;2015-12-01;US-3EJG3-E16236;;;;;33.0;;;TH1;;;BM1;
3EJG5;3;NYK VENUS;MSNG;40;4;5;JP;2010-09-01;2015-12-01;JP-3EJG5-N21520;;;40.7;;46.0;;10.4;TH1;HY1;ST1;BM1;
3EJI2;3;CAPE ALLIANCE;MSNG;10;1;5;JP;2010-09-01;2015-12-01;JP-3EJI2-C14520;;;32.0;;45.0;;16.0;TH1;HY1;ST1;BM1;
3EJK2;1;LEWEK FPSO 1;MSNG;MSNG;MSNG;MSNG;GB;2007-09-01;2013-03-01;GB-3EJK2-L21200;;;;;;;;;;;;
3EJK5;1;WESTERN HIGHWAY;MSNG;10;23;5;JP;2008-03-01;2013-09-01;JP-3EJK5-W23652;;;26.8;;34.2;;8.5;TH1;HY1;ST1;BM1;
