call;record;name;freq;vsslM;vssl;atm;rcnty;valid_from;valid_to;uid;thmH1;platH;brmH1;anmH;anHL1;wwH;sstD1;th1;hy1;st1;bm1;an1
3EBE9;6;LEDA;MSNG;10;1;5;JP;2007-09-01;2012-12-01;JP-3EBE9-L30000;;;21.0;;33.0;;8.0;TH1;HY1;ST1;BM1;
3EBG4;1;ACE GATE;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EBG4-A22300;;;20.6;;20.8;;10.4;TH1;HY1;ST1;BM1;
3EBL5;3;CARNIVAL FREEDOM;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EBL5-C65141;;;;;;;;;;;;
3EBM3;1;CAPE ACACIA;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EBM3-C12200;;;32.0;;45.0;;16.0;TH1;HY1;ST1;BM1;
3EBO9;2;MSC LORENA;MSNG;MSNG;4;MSNG;US;2007-12-01;2008-09-01;US-3EBO9-M24650;;;;;;;;;;;;
3EBP8;3;FESTA;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EBP8-F23000;;;;;;;;;;;;
3EBR3;3;CHALLENGE PROSPECT;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3EBR3-C45216;;;19.7;;31.4;;8.5;TH1;HY1;ST1;BM1;
3EBR5;1;FAIRCHEM STEED;MSNG;MSNG;14;MSNG;US;2007-12-01;2008-09-01;US-3EBR5-F62523;;;;;;;;;;;;
3EBR6;11;ANDES HIGHWAY;MSNG;10;23;5;JP;2006-06-01;2011-12-01;JP-3EBR6-A53220;;;21.6;;31.8;;5.8;TH1;HY1;ST1;BM1;
3EBS3;5;JP MAGENTA;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EBS3-J15253;;;;;;;;TH1;HY1;ST1;BM1;
3EBU4;3;KATSURAGISAN;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3EBU4-K32622;;;35.0;;35.0;;18.0;TH1;HY1;ST1;BM1;
3EBX6;7;CHUETSU MARU;MSNG;40;1;5;JP;2005-12-01;2011-03-01;JP-3EBX6-C32560;;;22.6;;32.3;;10.8;TH1;HY1;ST1;BM1;
3ECB7;3;TOWADA;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3ECB7-T30000;;;29.0;;40.0;;18.0;TH1;HY1;ST1;BM1;
3ECC9;9;TOHDOH;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3ECC9-T30000;;;24.2;;53.0;;5.0;TH1;HY1;ST1;BM1;
3ECE2;5;SHANGHAI HIGHWAY;MSNG;40;23;5;JP;2008-03-01;2008-09-01;JP-3ECE2-S52200;;;27.0;;36.0;;6.0;TH1;HY1;ST1;BM1;
3ECE4;3;PARNA BERLIAN;MSNG;MSNG;14;MSNG;US;2007-12-01;2008-09-01;US-3ECE4-P65164;;;;;;;;;;;;
3ECE7;9;RHEIN BRIDGE;MSNG;10;4;5;JP;2007-12-01;2008-09-01;JP-3ECE7-R51632;;;30.0;;32.0;;7.0;TH1;HY1;ST1;BM1;
3ECG9;6;VICTORIA BRIDGE;MSNG;10;4;5;JP;2008-03-01;2008-09-01;JP-3ECG9-V23616;;;30.0;;38.0;;10.0;TH1;HY1;ST1;BM1;
3ECI3;5;MAEA;11;10;10;4;NZ;2008-06-01;2008-09-01;NZ-3ECI3-M00000;14.4;;14.4;;21.0;14.0;6.0;TH1;HY1;ST1;BM1;
3ECI8;6;SOLITAIRE;MSNG;10;18;4;GB;2004-12-01;2010-03-01;GB-3ECI8-S43600;;;48.0;;0.0;0.0;;TH1;HY1;;BM1;
3ECM6;3;MSC EDITH (PANAMA);MSNG;10;4;4;AU;2007-03-01;2012-06-01;AU-3ECM6-M23315;30.0;;30.0;;;30.0;10.3;TH1;HY1;ST1;BM1;
3ECM7;2;SHIRAOI MARU;MSNG;70;MSNG;MSNG;US;2005-06-01;2010-12-01;US-3ECM7-S65600;;;;;;;;;;ST1;BM1;
3ECO9;5;PRINCE OF OCEAN;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3ECO9-P65212;;;;;;;;;;;;
3ECP2;7;JIN-EI;MSNG;10;14;5;JP;2008-03-01;2008-09-01;JP-3ECP2-J50000;;;26.0;;41.0;;18.0;TH1;HY1;ST1;BM1;
3ECX3;6;EQUULEUS LEADER;MSNG;10;23;5;JP;2008-06-01;2008-09-01;JP-3ECX3-E24243;;;30.2;;30.6;;8.2;TH1;HY1;ST1;BM1;
3ECX4;5;FELICITY ACE;MSNG;10;23;5;JP;2008-03-01;2008-09-01;JP-3ECX4-F42320;;;;;;;;TH1;HY1;ST1;BM1;
3ECY3;4;KIHO;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3ECY3-K00000;;;28.3;;40.8;;20.5;TH1;HY1;ST1;BM1;
3ECY9;2;EASTERN FORTUNE;MSNG;10;14;4;GB;2007-06-01;2012-12-01;GB-3ECY9-E23651;;;;;;;;TH1;HY1;ST1;BM1;
3ECZ9;1;HIGH LIGHT;MSNG;10;14;5;JP;2008-06-01;2008-09-01;JP-3ECZ9-H24230;;;19.5;;19.5;;12.8;TH1;HY1;ST1;BM1;
3EDA8;7;CAPE SOPHIA;MSNG;40;1;5;JP;2008-06-01;2008-09-01;JP-3EDA8-C12100;;;24.0;;37.0;;11.0;TH1;HY1;ST1;BM1;
3EDE7;5;TIANJIN HIGHWAY;MSNG;40;23;5;JP;2008-03-01;2008-09-01;JP-3EDE7-T52520;;;34.3;;28.0;;6.0;TH1;HY1;ST1;BM1;
3EDF2;3;CETUS LEADER;MSNG;MSNG;23;MSNG;US;2007-12-01;2008-09-01;US-3EDF2-C32436;;;;;;;;;;;;
3EDG6;6;EUPHONY ACE;MSNG;40;23;5;JP;2007-12-01;2008-09-01;JP-3EDG6-E15200;;;28.7;;32.2;;;TH1;HY1;ST1;BM1;
3EDI6;1;BW ARCTIC;MSNG;10;1;4;GB;2007-06-01;2008-09-01;GB-3EDI6-B62320;23.5;;24.0;;;24.2;6.9;TH1;HY1;ST1;BM1;
3EDJ9;3;YUFUSAN;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3EDJ9-Y12500;;;25.0;;59.0;;;TH1;HY1;ST1;BM1;
3EDP2;6;COLORADO HIGHWAY;MSNG;40;23;5;JP;2008-06-01;2008-09-01;JP-3EDP2-C46320;;;25.8;;33.0;;6.0;TH1;HY1;ST1;BM1;
3EDQ;2;GRAND COSMO;MSNG;MSNG;23;MSNG;US;2007-12-01;2008-09-01;US-3EDQ-G65322;;;;;;;;;;;;
3EDQ6;5;GUANGZHOU HIGHWAY;MSNG;40;23;5;JP;2008-03-01;2008-09-01;JP-3EDQ6-G52200;;;30.0;;35.0;;6.0;TH1;HY1;ST1;BM1;
3EDQ9;1;DYNA CRANE;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EDQ9-D52650;;;19.9;;37.0;;10.8;TH1;HY1;ST1;BM1;
3EDR9;8;YAMATO;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EDR9-Y53000;;;30.0;;43.0;;16.0;TH1;HY1;ST1;BM1;
3EDS4;1;NORD VOYAGER;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EDS4-N63126;;;19.7;;19.7;;8.0;TH1;HY1;ST1;BM1;
3EDT;4;MARVELOUS ACE;MSNG;10;23;5;JP;2007-12-01;2008-09-01;JP-3EDT-M61422;;;;;;;;TH1;HY1;ST1;BM1;
3EDT9;9;JOHN SHAW;MSNG;10;18;4;GB;2006-09-01;2011-12-01;GB-3EDT9-J52000;15.0;;15.0;;80.0;15.0;12.4;TH1;HY1;ST1;BM1;AN1
3EDW5;4;OTOWASAN;MSNG;10;14;5;JP;2007-12-01;2008-09-01;JP-3EDW5-O32500;;;;;;;;TH1;HY1;ST1;BM1;
3EDW7;5;STELLAR BREEZE;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EDW7-S34616;;;22.8;;34.2;;10.7;TH1;;ST1;BM1;
3EEB;7;TAKASAKI;MSNG;10;14;5;JP;2008-06-01;2008-09-01;JP-3EEB-T22200;;;28.5;;41.5;;20.5;TH1;HY1;ST1;BM1;
3EEB6;5;NSS GRANDEUR;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EEB6-N26536;;;26.0;;33.0;;26.0;TH1;HY1;ST1;BM1;
3EEE2;2;SERENATA;MSNG;MSNG;9;MSNG;US;2007-12-01;2008-09-01;US-3EEE2-S65300;;;;;;;;;;;;
3EEG8;11;KATSURAGI;MSNG;10;4;5;JP;2008-06-01;2008-09-01;JP-3EEG8-K32620;;;27.0;;42.0;;14.0;TH1;;ST1;BM1;
3EER8;6;FORESTAL ESPERANZA;MSNG;10;1;5;JP;2003-12-01;2009-06-01;JP-3EER8-F62342;;;25.3;;26.0;;10.7;TH1;HY1;ST1;BM1;
3EES;2;GRAND ORION;MSNG;MSNG;23;MSNG;US;2007-12-01;2008-09-01;US-3EES-G65365;;;;;;;;;;;;
3EES2;5;GEORGE WASHINGTON BRIDGE;MSNG;10;4;5;JP;2007-12-01;2008-09-01;JP-3EES2-G62252;;;34.5;;35.0;;14.0;TH1;HY1;ST1;BM1;
3EET3;1;SDL ROKKO;MSNG;10;9;5;JP;2008-03-01;2008-09-01;JP-3EET3-S34620;;;14.0;;22.8;;2.4;TH1;HY1;ST1;BM1;
3EET9;2;PACIFIC VENTURE;MSNG;10;14;5;JP;2004-06-01;2009-12-01;JP-3EET9-P21215;;;22.0;;34.2;;10.0;TH1;HY1;ST1;BM1;
3EEU8;3;MOL ACCLAIM;MSNG;10;1;5;JP;2007-09-01;2012-12-01;JP-3EEU8-M42450;;;22.4;;22.4;;5.0;TH1;HY1;ST1;BM1;
3EEU9;2;DALIA ROJA;MSNG;40;23;5;JP;2006-12-01;2012-03-01;JP-3EEU9-D46200;;;35.1;;;;;TH1;HY1;;BM1;
3EEV3;1;FEDERAL 1;MSNG;10;14;4;GB;2006-09-01;2011-12-01;GB-3EEV3-F36400;;;;;;;;TH1;HY1;ST1;BM1;
3EEY3;6;MARBLE HIGHWAY;MSNG;10;23;5;JP;2004-06-01;2009-12-01;JP-3EEY3-M61420;;;24.0;;36.0;;4.7;TH1;HY1;ST1;BM1;
3EEZ7;4;TORM SKAGEN;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EEZ7-T65225;;;32.9;;32.9;;0.4;TH1;HY1;ST1;BM1;
3EFE9;2;EVER GENTLE;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EFE9-E16253;;;;;;;;;;;;
3EFH4;5;JP GUNJO;MSNG;40;1;5;JP;2008-03-01;2008-09-01;JP-3EFH4-J12520;;;19.0;;26.0;;11.0;TH1;HY1;ST1;BM1;
3EFH7;4;PIONEER LEADER;MSNG;10;18;4;GB;2004-03-01;2009-06-01;GB-3EFH7-P56436;0.0;;35.0;;0.0;0.0;3.0;TH1;HY1;ST1;BM1;
3EFJ;2;OEL PEACE;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EFJ-O41200;;;;;;;;;;;;
3EFM7;6;YU YOH;MSNG;10;1;5;JP;2004-06-01;2009-12-01;JP-3EFM7-Y00000;;;22.7;;36.0;;11.0;TH1;HY1;ST1;BM1;
3EFV2;1;HIGH GLORY;MSNG;MSNG;14;MSNG;US;2007-12-01;2008-09-01;US-3EFV2-H22460;;;;;;;;;;;;
3EFV8;2;MOL THAMES;MSNG;10;4;5;JP;2004-06-01;2009-12-01;JP-3EFV8-M43520;;;34.6;;38.2;;9.3;TH1;HY1;ST1;BM1;
3EFX5;4;CAPE CHARLES;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EFX5-C12642;;;;;;;;;;;;
3EFX9;1;WELSH VENTURE;MSNG;10;14;5;JP;2003-12-01;2009-06-01;JP-3EFX9-W42153;;;48.0;;46.0;;15.0;TH1;HY1;ST1;BM1;
3EGA2;5;SUIREI MARU;MSNG;40;1;5;JP;2008-03-01;2008-09-01;JP-3EGA2-S65600;;;20.0;;26.0;;11.0;TH1;HY1;ST1;BM1;
3EGC2;1;EMSGAS;MSNG;10;9;4;DE;2007-06-01;2012-09-01;DE-3EGC2-E52200;18.0;;24.0;;;18.0;;TH1;HY1;ST1;BM1;
3EGL5;2;EVER SUPERB;MSNG;MSNG;4;MSNG;US;2007-12-01;2008-09-01;US-3EGL5-E16216;;;;;;;;;;;;
3EGN8;3;BEAGLE 6;MSNG;10;1;4;DE;2007-09-01;2013-03-01;DE-3EGN8-B24000;24.0;;24.0;;;24.0;;TH1;HY1;ST1;BM1;
3EGS6;5;PHOENIX DIAMOND;MSNG;10;23;5;JP;2004-06-01;2009-12-01;JP-3EGS6-P52355;;;21.6;;36.0;;7.0;TH1;HY1;ST1;BM1;
3EGV6;4;KUWANA;MSNG;10;9;5;JP;2008-03-01;2008-09-01;JP-3EGV6-K50000;;;;;;;;TH1;;ST1;BM1;
3EGZ7;1;ATLANTIC TIGER;MSNG;40;1;5;JP;2008-06-01;2008-09-01;JP-3EGZ7-A34532;;;23.0;;24.0;;15.4;TH1;;ST1;BM1;
3EHB8;10;GOHSHU;MSNG;40;10;5;JP;2006-03-01;2010-09-01;JP-3EHB8-G20000;;;23.0;;36.0;;11.0;TH1;HY1;ST1;BM1;
3EHG8;1;TAHAROA EXPRESS;MSNG;10;1;MSNG;JP;2001-03-01;2010-09-01;JP-3EHG8-T62162;;;20.0;;30.0;;17.0;TH1;HY1;ST1;BM1;
3EHJ8;9;KOHZAN MARU;MSNG;40;14;5;JP;2005-12-01;2010-09-01;JP-3EHJ8-K25600;;;22.8;;35.5;;7.0;TH1;HY1;ST1;BM1;
3EHL3;7;PRINCE NO.1;MSNG;40;23;5;JP;2007-12-01;2008-09-01;JP-3EHL3-P65250;;;29.0;;38.0;;;TH1;HY1;ST1;BM1;
3EHL5;2;CAPE VANGUARD;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EHL5-C11526;;;30.0;;43.0;;16.0;TH1;HY1;ST1;BM1;
3EHN2;7;FRANCESCO (PANAMA);MSNG;10;1;4;AU;2003-12-01;2009-06-01;AU-3EHN2-F65221;;;21.0;;36.0;;12.6;TH1;HY1;ST1;BM1;
3EHO3;3;FORWARD FLAIR;MSNG;10;14;5;JP;2008-06-01;2008-09-01;JP-3EHO3-F66314;;;;;;;;;;ST1;BM1;
3EHO5;3;KUMANO;MSNG;10;23;5;JP;2007-12-01;2008-09-01;JP-3EHO5-K55000;;;15.7;;38.0;;10.3;TH1;HY1;ST1;BM1;
3EHP4;1;EASTERN HIGHWAY;MSNG;10;23;5;JP;2008-03-01;2008-09-01;JP-3EHP4-E23652;;;27.2;;34.2;;8.5;TH1;HY1;ST1;BM1;
3EHQ8;8;PRINCESS ARROW;MSNG;10;23;5;JP;2003-12-01;2009-06-01;JP-3EHQ8-P65226;;;29.0;;35.8;;4.0;TH1;HY1;ST1;BM1;
3EHT6;3;EVER STEADY;MSNG;MSNG;4;MSNG;US;2007-12-01;2008-09-01;US-3EHT6-E16233;;;;;;;;;;;;
3EIB2;1;CEPHEUS LEADER;MSNG;10;23;5;JP;2008-06-01;2008-09-01;JP-3EIB2-C12436;;;30.0;;34.0;;6.9;TH1;HY1;ST1;BM1;
3EIC6;2;FAVORITE ACE;MSNG;MSNG;23;MSNG;US;2007-12-01;2008-09-01;US-3EIC6-F16320;;;;;;;;;;;;
3EIF6;4;DORADO LEADER;MSNG;10;23;5;JP;2008-06-01;2008-09-01;JP-3EIF6-D63436;;;30.0;;42.3;;8.3;TH1;HY1;ST1;BM1;
3EIF9;1;LONDON HIGHWAY;MSNG;10;23;5;JP;2008-03-01;2008-09-01;JP-3EIF9-L53520;;;28.2;;32.2;;8.1;TH1;HY1;ST1;BM1;
3EIH5;1;SUNNY GLORY;MSNG;40;1;5;JP;2008-06-01;2008-09-01;JP-3EIH5-S52460;;;34.0;;44.0;;10.0;TH1;HY1;ST1;BM1;
3EIJ5;1;NYK VEGA;MSNG;10;4;5;JP;2008-06-01;2008-09-01;JP-3EIJ5-N21200;;;38.3;;45.0;;11.5;TH1;HY1;ST1;BM1;
3EIJ8;1;RISING SUN;MSNG;10;1;5;JP;2008-06-01;2008-09-01;JP-3EIJ8-R25250;;;18.0;;30.2;;6.8;TH1;HY1;ST1;BM1;
3EIM5;1;MAERSK MARATHON;MSNG;10;MSNG;MSNG;US;2006-12-01;2012-03-01;US-3EIM5-M62563;;;;;;;;;;ST1;BM1;
3EIM6;2;MAERSK MESSOLOGI;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EIM6-M62524;;;;;;;;;;;;
3EIM7;2;MAERSK MYTILINI;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EIM7-M62534;;;;;;;;;;;;
3EIO4;1;SIERRA NEVADA HIGHWAY;MSNG;10;23;5;JP;2008-03-01;2008-09-01;JP-3EIO4-S65132;;;22.2;;22.2;;5.6;TH1;HY1;ST1;BM1;
3EIP9;4;HELIOS BREEZE;MSNG;10;14;5;JP;2004-06-01;2009-12-01;JP-3EIP9-H42162;;;28.0;;47.5;;19.0;TH1;HY1;ST1;BM1;
3EIS7;8;TAKACHIHO;MSNG;10;14;5;JP;2004-06-01;2009-12-01;JP-3EIS7-T22000;;;26.0;;39.0;;19.4;TH1;HY1;ST1;BM1;
3EIS9;1;FOREST ARROW;MSNG;10;9;5;JP;2007-12-01;2008-09-01;JP-3EIS9-F62360;;;14.2;;23.0;;5.4;;HY1;ST1;BM1;
3EJB9;18;CENTURY HIGHWAY NO2;MSNG;10;23;5;JP;2008-03-01;2008-09-01;JP-3EJB9-C53625;;;24.2;;36.8;;6.5;TH1;HY1;ST1;BM1;
3EJE9;1;TENKI;MSNG;10;14;5;JP;2008-06-01;2008-09-01;JP-3EJE9-T52000;;;28.0;;42.0;;21.0;TH1;HY1;ST1;BM1;
3EJG3;2;EVER STRONG;MSNG;MSNG;4;MSNG;US;2007-12-01;2008-09-01;US-3EJG3-E16236;;;;;;;;;;;;
3EJG5;1;NYK VENUS;MSNG;10;4;5;JP;2008-06-01;2008-09-01;JP-3EJG5-N21520;;;39.5;;45.5;;12.0;TH1;HY1;ST1;BM1;
3EJI2;1;CAPE ALLIANCE;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EJI2-C14520;;;32.0;;45.0;;16.0;TH1;HY1;ST1;BM1;
3EJK2;1;LEWEK FPSO 1;MSNG;MSNG;MSNG;MSNG;GB;2007-09-01;2013-03-01;GB-3EJK2-L21200;;;;;;;;;;;;
3EJK5;1;WESTERN HIGHWAY;MSNG;MSNG;23;MSNG;US;2007-12-01;2008-09-01;US-3EJK5-W23652;;;;;;;;;;;;
3EJM9;1;FAIRCHEM FILLY;MSNG;MSNG;14;MSNG;US;2007-12-01;2008-09-01;US-3EJM9-F62514;;;;;;;;;;;;
3EJO5;2;TOHSHI;MSNG;10;14;5;JP;2008-03-01;2008-09-01;JP-3EJO5-T20000;;;28.0;;40.0;;20.5;TH1;HY1;ST1;BM1;
3EJO6;16;HUME HIGHWAY;MSNG;40;23;5;JP;2008-03-01;2008-09-01;JP-3EJO6-H52000;;;26.4;;34.4;;8.6;TH1;HY1;ST1;BM1;
3EJQ9;8;TRANS PACIFIC 3;MSNG;10;23;5;JP;2007-12-01;2008-09-01;JP-3EJQ9-T65212;;;22.0;;33.0;;2.0;TH1;HY1;ST1;BM1;
3EJV7;4;NSS HONESTY;MSNG;10;1;5;JP;2008-03-01;2008-09-01;JP-3EJV7-N25230;;;21.4;;37.8;;13.9;TH1;HY1;ST1;BM1;
3EKG6;14;ETERNAL ACE;MSNG;10;23;5;JP;2007-12-01;2013-03-01;JP-3EKG6-E36542;;;24.0;;31.8;;8.3;TH1;HY1;ST1;BM1;
3EKK2;1;NYK VIRGO;MSNG;10;4;5;JP;2008-06-01;2008-09-01;JP-3EKK2-N21620;;;38.0;;45.5;;10.0;TH1;HY1;ST1;BM1;
3EKK9;1;ORIENTAL VENTURE;MSNG;10;14;5;JP;2003-12-01;2009-06-01;JP-3EKK9-O65341;;;26.3;;40.0;;18.8;TH1;;ST1;BM1;
3EKL9;1;ATLANTIC HERO;MSNG;10;14;5;JP;2003-12-01;2009-06-01;JP-3EKL9-A34532;;;16.7;;30.7;;9.2;TH1;;ST1;BM1;
3EKN6;1;TAKAHASHI;MSNG;10;14;5;JP;2008-06-01;2008-09-01;JP-3EKN6-T22000;;;30.4;;43.5;;18.7;TH1;HY1;ST1;BM1;
3EKR3;2;AKER SMART 2;MSNG;MSNG;MSNG;MSNG;US;2007-12-01;2008-09-01;US-3EKR3-A26256;;;;;;;;;;;;
3EKS9;3;TS HONGKONG;11;10;4;4;DE;2008-06-01;2010-09-01;DE-3EKS9-T25252;28.0;;28.0;;;28.0;;TH1;HY1;ST1;BM1;
3EKV2;1;VINASHIN MOONSTONE;MSNG;MSNG;1;MSNG;US;2007-12-01;2013-06-01;US-3EKV2-V52552;;;;;;;;;;;;
3EKV9;12;CARIBBEAN EMERALD;MSNG;10;23;5;JP;2007-12-01;2008-09-01;JP-3EKV9-C61556;;;24.0;;25.0;;0.9;TH1;HY1;ST1;BM1;
3ELE;3;DISCOVERER SEVEN SEAS;MSNG;40;MSNG;MSNG;US;2006-12-01;2012-06-01;US-3ELE-D21662;;;;;;;;;;;BM1;
3ELG9;10;EUROPEAN EMERALD;MSNG;10;23;5;JP;2003-12-01;2009-06-01;JP-3ELG9-E61556;;;25.6;;36.0;;8.5;TH1;HY1;ST1;BM1;
